date,n,avg_conf,n_heading_in_model,heading_coverage,top1_known_headings,top1,top4,top10,outside_top10,n_top1,n_top4,n_top4_only,top4_known_headings,n_top10,n_top10_only,top10_known_headings,n_outside_top10,review_rate_t0.30,auto_coverage_t0.30,auto_error_rate_t0.30,auto_top4_rescue_t0.30,auto_top10_rescue_t0.30,review_rate_t0.40,auto_coverage_t0.40,auto_error_rate_t0.40,auto_top4_rescue_t0.40,auto_top10_rescue_t0.40,review_rate_t0.50,auto_coverage_t0.50,auto_error_rate_t0.50,auto_top4_rescue_t0.50,auto_top10_rescue_t0.50,review_rate_t0.60,auto_coverage_t0.60,auto_error_rate_t0.60,auto_top4_rescue_t0.60,auto_top10_rescue_t0.60,review_rate_t0.70,auto_coverage_t0.70,auto_error_rate_t0.70,auto_top4_rescue_t0.70,auto_top10_rescue_t0.70
2026-01-13,2595,0.5971937111146418,2577,0.9930635838150289,0.5164920450135817,0.5129094412331406,0.7591522157996147,0.8601156069364162,0.13988439306358383,1331,1970,639,0.7644547923942568,2232,262,0.8661233993015134,363,0.18188824662813102,0.818111753371869,0.43052284503061705,0.23598681111634479,0.3250117757889779,0.3017341040462428,0.6982658959537572,0.38741721854304634,0.22019867549668873,0.29856512141280356,0.40154142581888247,0.5984585741811176,0.3528654217643271,0.20025756600128783,0.278815196394076,0.49479768786127165,0.5052023121387283,0.31960335621662855,0.1853546910755149,0.2532418001525553,0.5892100192678227,0.41078998073217726,0.27392120075046905,0.1651031894934334,0.22045028142589118
2026-01-14,198,0.6506247335311138,197,0.9949494949494949,0.6294416243654822,0.6262626262626263,0.8939393939393939,0.9343434343434344,0.06565656565656566,124,177,53,0.8984771573604061,185,8,0.9390862944162437,13,0.13131313131313133,0.8686868686868687,0.313953488372093,0.2616279069767442,0.28488372093023256,0.24242424242424243,0.7575757575757576,0.26,0.21333333333333335,0.24,0.35858585858585856,0.6414141414141414,0.1889763779527559,0.13385826771653545,0.16535433070866143,0.4292929292929293,0.5707070707070707,0.1504424778761062,0.13274336283185842,0.1504424778761062,0.4898989898989899,0.51010101010101,0.12871287128712872,0.10891089108910891,0.12871287128712872
2026-01-15,594,0.6024640968778118,586,0.9865319865319865,0.5614334470989761,0.5538720538720538,0.7895622895622896,0.8686868686868687,0.13131313131313133,329,469,140,0.8003412969283277,516,47,0.8805460750853242,78,0.18181818181818182,0.8181818181818182,0.36213991769547327,0.2242798353909465,0.26954732510288065,0.30808080808080807,0.6919191919191919,0.30656934306569344,0.18491484184914841,0.22627737226277372,0.4208754208754209,0.5791245791245792,0.27325581395348836,0.15988372093023256,0.2005813953488372,0.5067340067340067,0.49326599326599324,0.23208191126279865,0.1296928327645051,0.16040955631399317,0.6026936026936027,0.39730639730639733,0.1694915254237288,0.0847457627118644,0.1059322033898305
2026-01-20,995,0.6169523989397976,983,0.9879396984924623,0.5513733468972533,0.5447236180904522,0.8301507537688442,0.907537688442211,0.09246231155778895,542,826,284,0.8402848423194303,903,77,0.9186164801627671,92,0.1527638190954774,0.8472361809045226,0.3926453143534994,0.2680901542111507,0.3262158956109134,0.26834170854271355,0.7316582914572864,0.33516483516483514,0.2239010989010989,0.27884615384615385,0.3829145728643216,0.6170854271356784,0.2736156351791531,0.1742671009771987,0.22149837133550487,0.4824120603015075,0.5175879396984925,0.229126213592233,0.14563106796116504,0.19029126213592232,0.5628140703517588,0.4371859296482412,0.19540229885057472,0.1310344827586207,0.16091954022988506
2026-01-21,351,0.5911925624833148,351,1.0,0.4415954415954416,0.4415954415954416,0.8148148148148148,0.886039886039886,0.11396011396011396,155,286,131,0.8148148148148148,311,25,0.886039886039886,40,0.1452991452991453,0.8547008547008547,0.5066666666666667,0.38,0.4166666666666667,0.29914529914529914,0.7008547008547008,0.4268292682926829,0.34959349593495936,0.3821138211382114,0.43304843304843305,0.5669515669515669,0.39195979899497485,0.3316582914572864,0.35175879396984927,0.5470085470085471,0.452991452991453,0.32075471698113206,0.27044025157232704,0.2893081761006289,0.603988603988604,0.396011396011396,0.2805755395683453,0.22302158273381295,0.2446043165467626
2026-01-22,556,0.6563036381970528,551,0.9910071942446043,0.5480943738656987,0.5431654676258992,0.8327338129496403,0.9100719424460432,0.08992805755395683,302,463,161,0.8402903811252269,506,43,0.9183303085299456,50,0.10431654676258993,0.89568345323741,0.41164658634538154,0.29116465863453816,0.3514056224899598,0.19424460431654678,0.8057553956834532,0.38392857142857145,0.27455357142857145,0.328125,0.3039568345323741,0.6960431654676259,0.34366925064599485,0.2351421188630491,0.28940568475452194,0.4136690647482014,0.5863309352517986,0.3006134969325153,0.18404907975460122,0.2392638036809816,0.5161870503597122,0.48381294964028776,0.26022304832713755,0.15613382899628253,0.20817843866171004
2026-01-27,1071,0.638077571282005,1055,0.9850606909430439,0.5118483412322274,0.5042016806722689,0.7600373482726424,0.861811391223156,0.13818860877684408,540,814,274,0.771563981042654,923,109,0.8748815165876778,148,0.12511671335200747,0.8748832866479925,0.44930629669156885,0.256136606189968,0.3447171824973319,0.24743230625583568,0.7525676937441643,0.40694789081885857,0.23573200992555832,0.3188585607940447,0.3408029878618114,0.6591970121381886,0.3810198300283286,0.22946175637393768,0.3002832861189802,0.44911297852474324,0.5508870214752568,0.34067796610169493,0.21525423728813559,0.2677966101694915,0.5424836601307189,0.45751633986928103,0.2836734693877551,0.19183673469387755,0.23061224489795917
2026-01-28,234,0.6742791686939378,232,0.9914529914529915,0.5818965517241379,0.5769230769230769,0.8461538461538461,0.9188034188034188,0.0811965811965812,135,198,63,0.853448275862069,215,17,0.9267241379310345,19,0.06837606837606838,0.9316239316239316,0.39908256880733944,0.26605504587155965,0.3440366972477064,0.18803418803418803,0.811965811965812,0.3526315789473684,0.23684210526315788,0.30526315789473685,0.2692307692307692,0.7307692307692307,0.3157894736842105,0.21637426900584794,0.27485380116959063,0.3803418803418803,0.6196581196581197,0.27586206896551724,0.19310344827586207,0.2413793103448276,0.49145299145299143,0.5085470085470085,0.25210084033613445,0.17647058823529413,0.2184873949579832
2026-01-29,472,0.6060279686698469,471,0.9978813559322034,0.5414012738853503,0.5402542372881356,0.7796610169491526,0.8665254237288136,0.13347457627118645,255,368,113,0.7813163481953291,409,41,0.8683651804670913,63,0.1673728813559322,0.8326271186440678,0.3893129770992366,0.22391857506361323,0.2875318066157761,0.2838983050847458,0.7161016949152542,0.3431952662721893,0.19822485207100593,0.25443786982248523,0.4088983050847458,0.5911016949152542,0.2903225806451613,0.16487455197132617,0.21863799283154123,0.5084745762711864,0.4915254237288136,0.22413793103448276,0.12931034482758622,0.16379310344827586,0.5741525423728814,0.4258474576271186,0.1890547263681592,0.1044776119402985,0.13432835820895522
2026-02-04,1113,0.6329510956885492,1098,0.9865229110512129,0.5701275045537341,0.5624438454627134,0.7690925426774483,0.8562443845462714,0.14375561545372867,626,856,230,0.7795992714025501,953,97,0.8679417122040073,160,0.16531895777178796,0.834681042228212,0.34660925726587727,0.1883745963401507,0.25941872981700753,0.24887690925426775,0.7511230907457322,0.31100478468899523,0.17583732057416268,0.23444976076555024,0.3477088948787062,0.6522911051212938,0.2548209366391185,0.13085399449035812,0.18044077134986225,0.44923629829290207,0.550763701707098,0.20717781402936378,0.09624796084828711,0.14192495921696574,0.5435759209344115,0.4564240790655885,0.16338582677165353,0.07480314960629922,0.10433070866141732
