question,department,question_clean,date,answer_type,question_number,refNo,deputy,deputy_source,language,raw_question,department_paper,source_question_paragraph,source_pq_paragraph
"12. Deputy Louis O'Hara asked the Taoiseach when the Cabinet Committee on Justice, Migration and Social Affairs will meet next. [64832/26]",Taoiseach,when the cabinet committee on justice migration and social affairs will meet next 64832 26,2026-09-16,written,12,64832/26,Louis O'Hara,LOUIS O'HARA,en,"To ask the Taoiseach when the Cabinet Committee on Justice, Migration and Social Affairs will meet next.",Taoiseach,60,62
"13. Deputy Mark Ward asked the Taoiseach when the Cabinet Committee on Justice, Migration and Social Affairs will next meet. [65610/26]",Taoiseach,when the cabinet committee on justice migration and social affairs will next meet 65610 26,2026-09-16,written,13,65610/26,Mark Ward,MARK WARD,en,"To ask the Taoiseach when the Cabinet Committee on Justice, Migration and Social Affairs will next meet.",Taoiseach,64,66
14. Deputy Erin Mcgreehan asked the Taoiseach when the Cabinet Committee on Northern Ireland will meet next. [64350/26],Taoiseach,when the cabinet committee on northern ireland will meet next 64350 26,2026-09-16,written,14,64350/26,Erin Mcgreehan,ERIN MCGREEHAN,en,To ask the Taoiseach when the Cabinet Committee on Northern Ireland will meet next.,Taoiseach,68,70
15. Deputy Brendan Smith asked the Taoiseach when the Cabinet Committee on Northern Ireland will meet next. [64347/26],Taoiseach,when the cabinet committee on northern ireland will meet next 64347 26,2026-09-16,written,15,64347/26,Brendan Smith,BRENDAN SMITH,en,To ask the Taoiseach when the Cabinet Committee on Northern Ireland will meet next.,Taoiseach,72,74
16. Deputy Cathal Crowe asked the Taoiseach when the Cabinet Committee on Northern Ireland will meet next. [64301/26],Taoiseach,when the cabinet committee on northern ireland will meet next 64301 26,2026-09-16,written,16,64301/26,Cathal Crowe,CATHAL CROWE,en,To ask the Taoiseach when the Cabinet Committee on Northern Ireland will meet next.,Taoiseach,76,78
17. Deputy Cormac Devlin asked the Taoiseach when the Cabinet Committee on Northern Ireland will next meet. [64937/26],Taoiseach,when the cabinet committee on northern ireland will next meet 64937 26,2026-09-16,written,17,64937/26,Cormac Devlin,CORMAC DEVLIN,en,To ask the Taoiseach when the Cabinet Committee on Northern Ireland will next meet.,Taoiseach,80,82
18. Deputy Shay Brennan asked the Taoiseach when the Cabinet Committee on EU and International Affairs will next meet. [64293/26],Taoiseach,when the cabinet committee on eu and international affairs will next meet 64293 26,2026-09-16,written,18,64293/26,Shay Brennan,SHAY BRENNAN,en,To ask the Taoiseach when the Cabinet Committee on EU and International Affairs will next meet.,Taoiseach,84,86
19. Deputy Naoise Ó Cearúil asked the Taoiseach when the Cabinet Committee on EU and International Affairs will next meet. [64278/26],Taoiseach,when the cabinet committee on eu and international affairs will next meet 64278 26,2026-09-16,written,19,64278/26,Naoise Ó Cearúil,NAOISE Ó CEARÚIL,en,To ask the Taoiseach when the Cabinet Committee on EU and International Affairs will next meet.,Taoiseach,88,90
20. Deputy Ruairí Ó Murchú asked the Taoiseach when the Cabinet Committee on EU and International Affairs will next meet. [65515/26],Taoiseach,when the cabinet committee on eu and international affairs will next meet 65515 26,2026-09-16,written,20,65515/26,Ruairí Ó Murchú,RUAIRÍ Ó MURCHÚ,en,To ask the Taoiseach when the Cabinet Committee on EU and International Affairs will next meet.,Taoiseach,92,94
"21. Deputy Albert Dolan asked the Taoiseach when the Cabinet Committee on Economy, Trade and Competitiveness will meet next. [64289/26]",Taoiseach,when the cabinet committee on economy trade and competitiveness will meet next 64289 26,2026-09-16,written,21,64289/26,Albert Dolan,ALBERT DOLAN,en,"To ask the Taoiseach when the Cabinet Committee on Economy, Trade and Competitiveness will meet next.",Taoiseach,96,98
"22. Deputy Tony Mccormack asked the Taoiseach when the Cabinet Committee on Economy, Trade and Competitiveness will meet next. [64285/26]",Taoiseach,when the cabinet committee on economy trade and competitiveness will meet next 64285 26,2026-09-16,written,22,64285/26,Tony Mccormack,TONY MCCORMACK,en,"To ask the Taoiseach when the Cabinet Committee on Economy, Trade and Competitiveness will meet next.",Taoiseach,100,102
"23. Deputy Shay Brennan asked the Taoiseach when the Cabinet Committee on the Economy, Trade and Competitiveness will next meet. [64292/26]",Taoiseach,when the cabinet committee on the economy trade and competitiveness will next meet 64292 26,2026-09-16,written,23,64292/26,Shay Brennan,SHAY BRENNAN,en,"To ask the Taoiseach when the Cabinet Committee on the Economy, Trade and Competitiveness will next meet.",Taoiseach,104,106
"24. Deputy Naoise Ó Cearúil asked the Taoiseach when the Cabinet Committee on the Economy, Trade and Competitiveness will next meet. [64280/26]",Taoiseach,when the cabinet committee on the economy trade and competitiveness will next meet 64280 26,2026-09-16,written,24,64280/26,Naoise Ó Cearúil,NAOISE Ó CEARÚIL,en,"To ask the Taoiseach when the Cabinet Committee on the Economy, Trade and Competitiveness will next meet.",Taoiseach,108,110
"25. Deputy Louis O'Hara asked the Taoiseach when the Cabinet Committee on Economy, Trade and Competitiveness will meet next. [64831/26]",Taoiseach,when the cabinet committee on economy trade and competitiveness will meet next 64831 26,2026-09-16,written,25,64831/26,Louis O'Hara,LOUIS O'HARA,en,"To ask the Taoiseach when the Cabinet Committee on Economy, Trade and Competitiveness will meet next.",Taoiseach,112,114
26. Deputy Ruth Coppinger asked the Taoiseach when the next meeting of the Cabinet Committee on Economy and Investment will meet. [65509/26],Taoiseach,when the next meeting of the cabinet committee on economy and investment will meet 65509 26,2026-09-16,written,26,65509/26,Ruth Coppinger,RUTH COPPINGER,en,To ask the Taoiseach when the next meeting of the Cabinet Committee on Economy and Investment will meet.,Taoiseach,116,118
"27. Deputy Ruairí Ó Murchú asked the Taoiseach when the Cabinet Committee on the Economy, Trade and Competitiveness will next meet. [65514/26]",Taoiseach,when the cabinet committee on the economy trade and competitiveness will next meet 65514 26,2026-09-16,written,27,65514/26,Ruairí Ó Murchú,RUAIRÍ Ó MURCHÚ,en,"To ask the Taoiseach when the Cabinet Committee on the Economy, Trade and Competitiveness will next meet.",Taoiseach,120,122
28. Deputy John Connolly asked the Taoiseach when the Cabinet Committee on Children and Education will meet next. [64284/26],Taoiseach,when the cabinet committee on children and education will meet next 64284 26,2026-09-16,written,28,64284/26,John Connolly,JOHN CONNOLLY,en,To ask the Taoiseach when the Cabinet Committee on Children and Education will meet next.,Taoiseach,124,126
29. Deputy Aisling Dempsey asked the Taoiseach when the Cabinet Committee on Children and Education will meet next. [64283/26],Taoiseach,when the cabinet committee on children and education will meet next 64283 26,2026-09-16,written,29,64283/26,Aisling Dempsey,AISLING DEMPSEY,en,To ask the Taoiseach when the Cabinet Committee on Children and Education will meet next.,Taoiseach,128,130
30. Deputy Cathal Crowe asked the Taoiseach when the Cabinet Committee on Children and Education will meet next. [64282/26],Taoiseach,when the cabinet committee on children and education will meet next 64282 26,2026-09-16,written,30,64282/26,Cathal Crowe,CATHAL CROWE,en,To ask the Taoiseach when the Cabinet Committee on Children and Education will meet next.,Taoiseach,132,134
31. Deputy Ryan O'Meara asked the Taoiseach when the Cabinet Committee on Children and Education will meet next. [64281/26],Taoiseach,when the cabinet committee on children and education will meet next 64281 26,2026-09-16,written,31,64281/26,Ryan O'Meara,RYAN O'MEARA,en,To ask the Taoiseach when the Cabinet Committee on Children and Education will meet next.,Taoiseach,136,138
32. Deputy Barry Heneghan asked the Taoiseach when the Cabinet Committee on Children and Education will next meet. [64373/26],Taoiseach,when the cabinet committee on children and education will next meet 64373 26,2026-09-16,written,32,64373/26,Barry Heneghan,BARRY HENEGHAN,en,To ask the Taoiseach when the Cabinet Committee on Children and Education will next meet.,Taoiseach,140,142
33. Deputy Richard Boyd Barrett asked the Taoiseach when the Cabinet Committee on Children and Education will meet next. [65174/26],Taoiseach,when the cabinet committee on children and education will meet next 65174 26,2026-09-16,written,33,65174/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,To ask the Taoiseach when the Cabinet Committee on Children and Education will meet next.,Taoiseach,144,146
34. Deputy Jennifer Whitmore asked the Taoiseach when the Cabinet Committee on Children and Education will next meet. [65219/26],Taoiseach,when the cabinet committee on children and education will next meet 65219 26,2026-09-16,written,34,65219/26,Jennifer Whitmore,JENNIFER WHITMORE,en,To ask the Taoiseach when the Cabinet Committee on Children and Education will next meet.,Taoiseach,148,150
35. Deputy Paul Murphy asked the Taoiseach when the Cabinet Committee on Children and Education will next meet. [65369/26],Taoiseach,when the cabinet committee on children and education will next meet 65369 26,2026-09-16,written,35,65369/26,Paul Murphy,PAUL MURPHY,en,To ask the Taoiseach when the Cabinet Committee on Children and Education will next meet.,Taoiseach,152,154
36. Deputy Eoghan Kenny asked the Taoiseach when the Cabinet committee on Children and Education will next meet. [65614/26],Taoiseach,when the cabinet committee on children and education will next meet 65614 26,2026-09-16,written,36,65614/26,Eoghan Kenny,EOGHAN KENNY,en,To ask the Taoiseach when the Cabinet committee on Children and Education will next meet.,Taoiseach,156,158
37. Deputy Mary Lou Mcdonald asked the Taoiseach when the Cabinet Committee on Children and Education will next meet. [65407/26],Taoiseach,when the cabinet committee on children and education will next meet 65407 26,2026-09-16,written,37,65407/26,Mary Lou Mcdonald,MARY LOU MCDONALD,en,To ask the Taoiseach when the Cabinet Committee on Children and Education will next meet.,Taoiseach,160,162
38. Deputy Tony Mccormack asked the Taoiseach when the Cabinet Committee on Infrastructure will meet next. [64287/26],Taoiseach,when the cabinet committee on infrastructure will meet next 64287 26,2026-09-16,written,38,64287/26,Tony Mccormack,TONY MCCORMACK,en,To ask the Taoiseach when the Cabinet Committee on Infrastructure will meet next.,Taoiseach,164,166
39. Deputy Séamus Mcgrath asked the Taoiseach when the Cabinet Committee on Infrastructure will meet next. [64343/26],Taoiseach,when the cabinet committee on infrastructure will meet next 64343 26,2026-09-16,written,39,64343/26,Séamus Mcgrath,SÉAMUS MCGRATH,en,To ask the Taoiseach when the Cabinet Committee on Infrastructure will meet next.,Taoiseach,168,170
40. Deputy Shane Moynihan asked the Taoiseach when the Cabinet Committee on Infrastructure will next meet. [64308/26],Taoiseach,when the cabinet committee on infrastructure will next meet 64308 26,2026-09-16,written,40,64308/26,Shane Moynihan,SHANE MOYNIHAN,en,To ask the Taoiseach when the Cabinet Committee on Infrastructure will next meet.,Taoiseach,172,174
41. Deputy Louis O'Hara asked the Taoiseach when the Cabinet Committee on Infrastructure will meet next. [64833/26],Taoiseach,when the cabinet committee on infrastructure will meet next 64833 26,2026-09-16,written,41,64833/26,Louis O'Hara,LOUIS O'HARA,en,To ask the Taoiseach when the Cabinet Committee on Infrastructure will meet next.,Taoiseach,176,178
42. Deputy Brendan Smith asked the Taoiseach if he will report on the work of the Shared Island unit in his Department. [64349/26],Taoiseach,if he will report on the work of the shared island unit in his department 64349 26,2026-09-16,written,42,64349/26,Brendan Smith,BRENDAN SMITH,en,To ask the Taoiseach if he will report on the work of the Shared Island unit in his Department.,Taoiseach,180,182
43. Deputy Erin Mcgreehan asked the Taoiseach if he will report on the work of the Shared Island unit in his Department. [64352/26],Taoiseach,if he will report on the work of the shared island unit in his department 64352 26,2026-09-16,written,43,64352/26,Erin Mcgreehan,ERIN MCGREEHAN,en,To ask the Taoiseach if he will report on the work of the Shared Island unit in his Department.,Taoiseach,184,186
44. Deputy Cathal Crowe asked the Taoiseach if he will report on the work of the Shared Island unit in his Department. [64302/26],Taoiseach,if he will report on the work of the shared island unit in his department 64302 26,2026-09-16,written,44,64302/26,Cathal Crowe,CATHAL CROWE,en,To ask the Taoiseach if he will report on the work of the Shared Island unit in his Department.,Taoiseach,188,190
45. Deputy Cormac Devlin asked the Taoiseach for a report on the work of the Shared Island unit. [64936/26],Taoiseach,for a report on the work of the shared island unit 64936 26,2026-09-16,written,45,64936/26,Cormac Devlin,CORMAC DEVLIN,en,To ask the Taoiseach for a report on the work of the Shared Island unit.,Taoiseach,192,194
46. Deputy Aindrias Moynihan asked the Taoiseach when the Cabinet Committee on Water Quality will meet next. [64305/26],Taoiseach,when the cabinet committee on water quality will meet next 64305 26,2026-09-16,written,46,64305/26,Aindrias Moynihan,AINDRIAS MOYNIHAN,en,To ask the Taoiseach when the Cabinet Committee on Water Quality will meet next.,Taoiseach,196,198
47. Deputy Tony Mccormack asked the Taoiseach when the Cabinet Committee on Water Quality will meet next. [64303/26],Taoiseach,when the cabinet committee on water quality will meet next 64303 26,2026-09-16,written,47,64303/26,Tony Mccormack,TONY MCCORMACK,en,To ask the Taoiseach when the Cabinet Committee on Water Quality will meet next.,Taoiseach,200,202
"48. Deputy Naoise Ó Cearúil asked the Taoiseach when the Cabinet Committee on Climate Action, Environment and Energy will meet next. [64307/26]",Taoiseach,when the cabinet committee on climate action environment and energy will meet next 64307 26,2026-09-16,written,48,64307/26,Naoise Ó Cearúil,NAOISE Ó CEARÚIL,en,"To ask the Taoiseach when the Cabinet Committee on Climate Action, Environment and Energy will meet next.",Taoiseach,204,206
"49. Deputy Shane Moynihan asked the Taoiseach when the Cabinet Committee on Climate Action, Environment and Energy will next meet. [64306/26]",Taoiseach,when the cabinet committee on climate action environment and energy will next meet 64306 26,2026-09-16,written,49,64306/26,Shane Moynihan,SHANE MOYNIHAN,en,"To ask the Taoiseach when the Cabinet Committee on Climate Action, Environment and Energy will next meet.",Taoiseach,208,210
"50. Deputy Barry Heneghan asked the Taoiseach when the Cabinet Committee on Climate Action, Environment and Energy will next meet. [64374/26]",Taoiseach,when the cabinet committee on climate action environment and energy will next meet 64374 26,2026-09-16,written,50,64374/26,Barry Heneghan,BARRY HENEGHAN,en,"To ask the Taoiseach when the Cabinet Committee on Climate Action, Environment and Energy will next meet.",Taoiseach,212,214
"51. Deputy Jennifer Whitmore asked the Taoiseach when the Cabinet Committee on Climate Action, Environment and Energy will next meet. [65218/26]",Taoiseach,when the cabinet committee on climate action environment and energy will next meet 65218 26,2026-09-16,written,51,65218/26,Jennifer Whitmore,JENNIFER WHITMORE,en,"To ask the Taoiseach when the Cabinet Committee on Climate Action, Environment and Energy will next meet.",Taoiseach,216,218
"52. Deputy Paul Murphy asked the Taoiseach when the Cabinet Committee on Climate Action, Environment and Energy will next meet. [65371/26]",Taoiseach,when the cabinet committee on climate action environment and energy will next meet 65371 26,2026-09-16,written,52,65371/26,Paul Murphy,PAUL MURPHY,en,"To ask the Taoiseach when the Cabinet Committee on Climate Action, Environment and Energy will next meet.",Taoiseach,220,222
53. Deputy Naoise Ó Muirí asked the Taoiseach when the Cabinet Committee on Environment and Climate Action will next meet. [65374/26],Taoiseach,when the cabinet committee on environment and climate action will next meet 65374 26,2026-09-16,written,53,65374/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,To ask the Taoiseach when the Cabinet Committee on Environment and Climate Action will next meet.,Taoiseach,224,226
54. Deputy Pádraig O'Sullivan asked the Taoiseach when the Cabinet Committee on Health will meet next. [64346/26],Taoiseach,when the cabinet committee on health will meet next 64346 26,2026-09-16,written,54,64346/26,Pádraig O'Sullivan,PÁDRAIG O'SULLIVAN,en,To ask the Taoiseach when the Cabinet Committee on Health will meet next.,Taoiseach,228,230
55. Deputy John Connolly asked the Taoiseach when the Cabinet Committee on Health will meet next. [64511/26],Taoiseach,when the cabinet committee on health will meet next 64511 26,2026-09-16,written,55,64511/26,John Connolly,JOHN CONNOLLY,en,To ask the Taoiseach when the Cabinet Committee on Health will meet next.,Taoiseach,232,234
56. Deputy Séamus Mcgrath asked the Taoiseach when the Cabinet Committee on Health will next meet. [64526/26],Taoiseach,when the cabinet committee on health will next meet 64526 26,2026-09-16,written,56,64526/26,Séamus Mcgrath,SÉAMUS MCGRATH,en,To ask the Taoiseach when the Cabinet Committee on Health will next meet.,Taoiseach,236,238
57. Deputy Mark Ward asked the Taoiseach when the Cabinet Committee on Health will next meet. [65609/26],Taoiseach,when the cabinet committee on health will next meet 65609 26,2026-09-16,written,57,65609/26,Mark Ward,MARK WARD,en,To ask the Taoiseach when the Cabinet Committee on Health will next meet.,Taoiseach,240,242
58. Deputy Erin Mcgreehan asked the Taoiseach when the Cabinet Committee on Disability will meet next. [64353/26],Taoiseach,when the cabinet committee on disability will meet next 64353 26,2026-09-16,written,58,64353/26,Erin Mcgreehan,ERIN MCGREEHAN,en,To ask the Taoiseach when the Cabinet Committee on Disability will meet next.,Taoiseach,244,246
59. Deputy Pádraig O'Sullivan asked the Taoiseach when the Cabinet Committee on Disability will meet next. [64348/26],Taoiseach,when the cabinet committee on disability will meet next 64348 26,2026-09-16,written,59,64348/26,Pádraig O'Sullivan,PÁDRAIG O'SULLIVAN,en,To ask the Taoiseach when the Cabinet Committee on Disability will meet next.,Taoiseach,248,250
60. Deputy Mark Ward asked the Taoiseach when the Cabinet Committee on Disability will next meet. [65608/26],Taoiseach,when the cabinet committee on disability will next meet 65608 26,2026-09-16,written,60,65608/26,Mark Ward,MARK WARD,en,To ask the Taoiseach when the Cabinet Committee on Disability will next meet.,Taoiseach,252,254
61. Deputy John Connolly asked the Taoiseach for a report on the work of the Child Poverty and Well-Being Programme Office in his Department. [64502/26],Taoiseach,for a report on the work of the child poverty and well-being programme office in his department 64502 26,2026-09-16,written,61,64502/26,John Connolly,JOHN CONNOLLY,en,To ask the Taoiseach for a report on the work of the Child Poverty and Well-Being Programme Office in his Department.,Taoiseach,256,258
62. Deputy Darren O'Rourke asked the Taoiseach if he will report on the work of the economic division of his Department. [64813/26],Taoiseach,if he will report on the work of the economic division of his department 64813 26,2026-09-16,written,62,64813/26,Darren O'Rourke,DARREN O'ROURKE,en,To ask the Taoiseach if he will report on the work of the economic division of his Department.,Taoiseach,260,262
63. Deputy Naoise Ó Muirí asked the Taoiseach if he will report on the work of the Climate Action Unit of his Department. [65376/26],Taoiseach,if he will report on the work of the climate action unit of his department 65376 26,2026-09-16,written,63,65376/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,To ask the Taoiseach if he will report on the work of the Climate Action Unit of his Department.,Taoiseach,264,266
64. Deputy Peadar Tóibín asked the Taoiseach if he will provide an update on his recent engagement with President Trump. [64826/26],Taoiseach,if he will provide an update on his recent engagement with president trump 64826 26,2026-09-16,written,64,64826/26,Peadar Tóibín,PEADAR TÓIBÍN,en,To ask the Taoiseach if he will provide an update on his recent engagement with President Trump.,Taoiseach,268,270
65. Deputy Paul Lawless asked the Taoiseach if he will provide an update on his recent engagement with President Trump. [64904/26],Taoiseach,if he will provide an update on his recent engagement with president trump 64904 26,2026-09-16,written,65,64904/26,Paul Lawless,PAUL LAWLESS,en,To ask the Taoiseach if he will provide an update on his recent engagement with President Trump.,Taoiseach,272,274
66. Deputy Richard Boyd Barrett asked the Taoiseach to report on his recent meeting with US President Trump. [65173/26],Taoiseach,to report on his recent meeting with us president trump 65173 26,2026-09-16,written,66,65173/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,To ask the Taoiseach to report on his recent meeting with US President Trump.,Taoiseach,276,278
67. Deputy Paul Murphy asked the Taoiseach to report on his recent meeting with the US President Donald Trump. [65368/26],Taoiseach,to report on his recent meeting with the us president donald trump 65368 26,2026-09-16,written,67,65368/26,Paul Murphy,PAUL MURPHY,en,To ask the Taoiseach to report on his recent meeting with the US President Donald Trump.,Taoiseach,280,282
68. Deputy Ruth Coppinger asked the Taoiseach to report on recent engagement he has had with the President of the United States of America. [65511/26],Taoiseach,to report on recent engagement he has had with the president of the united states of america 65511 26,2026-09-16,written,68,65511/26,Ruth Coppinger,RUTH COPPINGER,en,To ask the Taoiseach to report on recent engagement he has had with the President of the United States of America.,Taoiseach,284,286
69. Deputy Mary Lou Mcdonald asked the Taoiseach for an update on the implementation of the Dublin City Task Force Report. [65408/26],Taoiseach,for an update on the implementation of the dublin city task force report 65408 26,2026-09-16,written,69,65408/26,Mary Lou Mcdonald,MARY LOU MCDONALD,en,To ask the Taoiseach for an update on the implementation of the Dublin City Task Force Report.,Taoiseach,288,290
70. Deputy Mary Lou Mcdonald asked the Taoiseach if he will report on the programme plan for his Department’s new disability unit for 2025-2027. [65409/26],Taoiseach,if he will report on the programme plan for his department s new disability unit for 2025-2027 65409 26,2026-09-16,written,70,65409/26,Mary Lou Mcdonald,MARY LOU MCDONALD,en,To ask the Taoiseach if he will report on the programme plan for his Department’s new disability unit for 2025-2027.,Taoiseach,292,294
71. Deputy Liam Quaide asked the Taoiseach to report on his recent meeting with UK Prime Minister Andy Burnham and the matters discussed. [65526/26],Taoiseach,to report on his recent meeting with uk prime minister andy burnham and the matters discussed 65526 26,2026-09-16,written,71,65526/26,Liam Quaide,LIAM QUAIDE,en,To ask the Taoiseach to report on his recent meeting with UK Prime Minister Andy Burnham and the matters discussed.,Taoiseach,296,298
72. Deputy Ruairí Ó Murchú asked the Taoiseach to report on the visit of Canadian Prime Minister Mark Carney to Ireland in June 2026. [65513/26],Taoiseach,to report on the visit of canadian prime minister mark carney to ireland in june 2026 65513 26,2026-09-16,written,72,65513/26,Ruairí Ó Murchú,RUAIRÍ Ó MURCHÚ,en,To ask the Taoiseach to report on the visit of Canadian Prime Minister Mark Carney to Ireland in June 2026.,Taoiseach,300,302
73. Deputy Ruth Coppinger asked the Taoiseach to report on his recent meeting with the Chancellor of Germany. [65510/26],Taoiseach,to report on his recent meeting with the chancellor of germany 65510 26,2026-09-16,written,73,65510/26,Ruth Coppinger,RUTH COPPINGER,en,To ask the Taoiseach to report on his recent meeting with the Chancellor of Germany.,Taoiseach,304,306
"74. Deputy Richard Boyd Barrett asked the Taoiseach the details of any contracts in place between his Department and agencies under his remit with a company (details supplied) known to have provided material support to the IDF in Gaza, which the Government considers to be guilty of genocide, since 2023. [64862/26]",Taoiseach,the details of any contracts in place between his department and agencies under his remit with a company details supplied known to have provided material support to the idf in gaza which the government considers to be guilty of genocide since 2023 64862 26,2026-09-16,written,74,64862/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,"To ask the Taoiseach the details of any contracts in place between his Department and agencies under his remit with a company (details supplied) known to have provided material support to the IDF in Gaza, which the Government considers to be guilty of genocide, since 2023.",Taoiseach,314,316
"75. Deputy Barry Ward asked the Taoiseach in cases in which a building under his control is not wheelchair accessible, the reason for this; his plans to remedy this; and the timeline for measures to be completed. [65355/26]",Taoiseach,in cases in which a building under his control is not wheelchair accessible the reason for this his plans to remedy this and the timeline for measures to be completed 65355 26,2026-09-16,written,75,65355/26,Barry Ward,BARRY WARD,en,"To ask the Taoiseach in cases in which a building under his control is not wheelchair accessible, the reason for this; his plans to remedy this; and the timeline for measures to be completed.",Taoiseach,318,320
76. Deputy Barry Ward asked the Taoiseach the wheelchair accessibility of all buildings under his control. [65325/26],Taoiseach,the wheelchair accessibility of all buildings under his control 65325 26,2026-09-16,written,76,65325/26,Barry Ward,BARRY WARD,en,To ask the Taoiseach the wheelchair accessibility of all buildings under his control.,Taoiseach,322,324
77. Deputy Barry Ward asked the Minister for Foreign Affairs and Trade if her attention has been drawn to the delays in processing a first-time passport application (details supplied); the actions she will take to ensure that it is processed in a timely manner; and if she will make a statement on the matter. [64440/26],Foreign,the minister for foreign affairs and trade if her attention has been drawn to the delays in processing a first-time passport application details supplied the actions she will take to ensure that it is processed in a timely manner and 64440 26,2026-09-16,written,77,64440/26,Barry Ward,BARRY WARD,en,To ask the Minister for Foreign Affairs and Trade if her attention has been drawn to the delays in processing a first-time passport application (details supplied); the actions she will take to ensure that it is processed in a timely manner; and if she will make a statement on the matter.,Foreign Affairs and Trade,329,331
78. Deputy Pádraig Mac Lochlainn asked the Minister for Foreign Affairs and Trade when a renewal child passport application (details supplied) will be finalised. [64460/26],Foreign,the minister for foreign affairs and trade when a renewal child passport application details supplied will be finalised 64460 26,2026-09-16,written,78,64460/26,Pádraig Mac Lochlainn,PÁDRAIG MAC LOCHLAINN,en,To ask the Minister for Foreign Affairs and Trade when a renewal child passport application (details supplied) will be finalised.,Foreign Affairs and Trade,333,335
