question,department,question_clean,date,answer_type,question_number,refNo,deputy,deputy_source,language,raw_question,department_paper,source_question_paragraph,source_pq_paragraph
563. Deputy Robert Troy asked the Minister for Education and Youth if she will provide an update on the staffing resources appeal of a school (details supplied). [65093/26],Education,the minister for education and youth if she will provide an update on the staffing resources appeal of a school details supplied 65093 26,2026-09-16,written,563,65093/26,Robert Troy,ROBERT TROY,en,To ask the Minister for Education and Youth if she will provide an update on the staffing resources appeal of a school (details supplied).,Education and Youth,2294,2296
"564. Deputy Erin Mcgreehan asked the Minister for Education and Youth the engagement that has taken place between her Department, Louth County Council, the Housing Agency and relevant utility and infrastructure providers regarding the reservation or acquisition of suitable sites for new schools in the Dundalk south area; and if she will provide details of any sites currently under consideration. [65092/26]",Education,the minister for education and youth the engagement that has taken place between her department louth county council the housing agency and relevant utility and infrastructure providers regarding the reservation or acquisition of suitable sites for new schools in the dundalk south area and if she will provide details of any sites currently under consideration 65092 26,2026-09-16,written,564,65092/26,Erin Mcgreehan,ERIN MCGREEHAN,en,"To ask the Minister for Education and Youth the engagement that has taken place between her Department, Louth County Council, the Housing Agency and relevant utility and infrastructure providers regarding the reservation or acquisition of suitable sites for new schools in the Dundalk south area; and if she will provide details of any sites currently under consideration.",Education and Youth,2298,2300
"565. Deputy Erin Mcgreehan asked the Minister for Education and Youth the work that has been undertaken by her Department’s forward planning section to assess the effect of completed, approved and proposed residential development in Blackrock, Haggardstown and the wider Dundalk south area on future demand for primary and post-primary school places; and if the findings of this work will be published. [65091/26]",Education,the minister for education and youth the work that has been undertaken by her department s forward planning section to assess the effect of completed approved and proposed residential development in blackrock haggardstown and the wider dundalk south area on future demand for primary and post-primary school places and if the findings of this work will be published 65091 26,2026-09-16,written,565,65091/26,Erin Mcgreehan,ERIN MCGREEHAN,en,"To ask the Minister for Education and Youth the work that has been undertaken by her Department’s forward planning section to assess the effect of completed, approved and proposed residential development in Blackrock, Haggardstown and the wider Dundalk south area on future demand for primary and post-primary school places; and if the findings of this work will be published.",Education and Youth,2302,2304
566. Deputy Erin Mcgreehan asked the Minister for Education and Youth to provide the current and projected primary and post-primary school enrolment figures for Dundalk south and Dundalk Carlingford LEA’s school planning area for each of the next ten years; the number of available school places currently identified in the area; and the year in which demand is expected to exceed existing permanent capacity. [65090/26],Education,the minister for education and youth to provide the current and projected primary and post-primary school enrolment figures for dundalk south and dundalk carlingford lea s school planning area for each of the next ten years the number of available school places currently identified in the area and the year in which demand is expected to exceed existing permanent capacity 65090 26,2026-09-16,written,566,65090/26,Erin Mcgreehan,ERIN MCGREEHAN,en,To ask the Minister for Education and Youth to provide the current and projected primary and post-primary school enrolment figures for Dundalk south and Dundalk Carlingford LEA’s school planning area for each of the next ten years; the number of available school places currently identified in the area; and the year in which demand is expected to exceed existing permanent capacity.,Education and Youth,2306,2308
567. Deputy Robert Troy asked the Minister for Education and Youth if she will provide an update on the AEN appeal for a school (details supplied). [65089/26],Education,the minister for education and youth if she will provide an update on the aen appeal for a school details supplied 65089 26,2026-09-16,written,567,65089/26,Robert Troy,ROBERT TROY,en,To ask the Minister for Education and Youth if she will provide an update on the AEN appeal for a school (details supplied).,Education and Youth,2310,2312
"568. Deputy Erin Mcgreehan asked the Minister for Education and Youth if her Department will assess the need for a new post-primary school in the Dundalk south local electoral area, particularly to serve Blackrock, Haggardstown and surrounding communities, given the significant recent and projected increase in population and residential development; and if she will make a statement on the matter. [65088/26]",Education,the minister for education and youth if her department will assess the need for a new post-primary school in the dundalk south local electoral area particularly to serve blackrock haggardstown and surrounding communities given the significant recent and projected increase in population and residential development and 65088 26,2026-09-16,written,568,65088/26,Erin Mcgreehan,ERIN MCGREEHAN,en,"To ask the Minister for Education and Youth if her Department will assess the need for a new post-primary school in the Dundalk south local electoral area, particularly to serve Blackrock, Haggardstown and surrounding communities, given the significant recent and projected increase in population and residential development; and if she will make a statement on the matter.",Education and Youth,2314,2316
569. Deputy Emer Currie asked the Minister for Education and Youth to provide a breakdown of a payment made to a school transport operator for a person (details supplied). [65106/26],Education,the minister for education and youth to provide a breakdown of a payment made to a school transport operator for a person details supplied 65106 26,2026-09-16,written,569,65106/26,Emer Currie,EMER CURRIE,en,To ask the Minister for Education and Youth to provide a breakdown of a payment made to a school transport operator for a person (details supplied).,Education and Youth,2318,2320
570. Deputy Ruairí Ó Murchú asked the Minister for Education and Youth the provisions for school secretaries who retired between the commencement of the dispute and the date of the acceptance of the July 2026 Labour Court recommendations of an ex-gratia lump sum at retirement for school secretaries and caretakers; the consideration that has been given to recognising service prior to 1 May 2015 in the calculation of that payment; and if she will make a statement on the matter. [65134/26],Education,the minister for education and youth the provisions for school secretaries who retired between the commencement of the dispute and the date of the acceptance of the july 2026 labour court recommendations of an ex-gratia lump sum at retirement for school secretaries and caretakers the consideration that has been given to recognising service prior to 1 may 2015 in the calculation of that payment and 65134 26,2026-09-16,written,570,65134/26,Ruairí Ó Murchú,RUAIRÍ Ó MURCHÚ,en,To ask the Minister for Education and Youth the provisions for school secretaries who retired between the commencement of the dispute and the date of the acceptance of the July 2026 Labour Court recommendations of an ex-gratia lump sum at retirement for school secretaries and caretakers; the consideration that has been given to recognising service prior to 1 May 2015 in the calculation of that payment; and if she will make a statement on the matter.,Education and Youth,2322,2324
571. Deputy Barry Ward asked the Minister for Education and Youth the position regarding any initiative in place that seeks to meet the demand for Irish medium secondary schools at a national level. [65145/26],Education,the minister for education and youth the position regarding any initiative in place that seeks to meet the demand for irish medium secondary schools at a national level 65145 26,2026-09-16,written,571,65145/26,Barry Ward,BARRY WARD,en,To ask the Minister for Education and Youth the position regarding any initiative in place that seeks to meet the demand for Irish medium secondary schools at a national level.,Education and Youth,2326,2328
572. Deputy Barry Ward asked the Minister for Education and Youth the position regarding any initiative in place that seeks to meet the demand for Irish medium primary schools at a national level. [65144/26],Education,the minister for education and youth the position regarding any initiative in place that seeks to meet the demand for irish medium primary schools at a national level 65144 26,2026-09-16,written,572,65144/26,Barry Ward,BARRY WARD,en,To ask the Minister for Education and Youth the position regarding any initiative in place that seeks to meet the demand for Irish medium primary schools at a national level.,Education and Youth,2330,2332
573. Deputy Barry Ward asked the Minister for Education and Youth the position regarding any initiative in place that seeks to meet the demand for Irish medium primary schools at a local level in areas where demand has been proven. [65146/26],Education,the minister for education and youth the position regarding any initiative in place that seeks to meet the demand for irish medium primary schools at a local level in areas where demand has been proven 65146 26,2026-09-16,written,573,65146/26,Barry Ward,BARRY WARD,en,To ask the Minister for Education and Youth the position regarding any initiative in place that seeks to meet the demand for Irish medium primary schools at a local level in areas where demand has been proven.,Education and Youth,2334,2336
574. Deputy Niamh Smyth asked the Minister for Education and Youth if she is aware of a matter (details supplied); and if she will make a statement on the matter. [65154/26],Education,the minister for education and youth if she is aware of a matter details supplied and 65154 26,2026-09-16,written,574,65154/26,Niamh Smyth,NIAMH SMYTH,en,To ask the Minister for Education and Youth if she is aware of a matter (details supplied); and if she will make a statement on the matter.,Education and Youth,2338,2340
575. Deputy Barry Ward asked the Minister for Education and Youth the position regarding any mechanism in place within her Department that seeks to specifically increase the provision of Gaelscoileanna; and if she will make a statement on the matter. [65153/26],Education,the minister for education and youth the position regarding any mechanism in place within her department that seeks to specifically increase the provision of gaelscoileanna and 65153 26,2026-09-16,written,575,65153/26,Barry Ward,BARRY WARD,en,To ask the Minister for Education and Youth the position regarding any mechanism in place within her Department that seeks to specifically increase the provision of Gaelscoileanna; and if she will make a statement on the matter.,Education and Youth,2342,2344
576. Deputy Barry Ward asked the Minister for Education and Youth the position regarding any mechanism in place within her Department that seeks to specifically increase the provision of Gaelcholáistí; and if she will make a statement on the matter. [65152/26],Education,the minister for education and youth the position regarding any mechanism in place within her department that seeks to specifically increase the provision of gaelcholáistí and 65152 26,2026-09-16,written,576,65152/26,Barry Ward,BARRY WARD,en,To ask the Minister for Education and Youth the position regarding any mechanism in place within her Department that seeks to specifically increase the provision of Gaelcholáistí; and if she will make a statement on the matter.,Education and Youth,2346,2348
577. Deputy Barry Ward asked the Minister for Education and Youth her views on the importance of promoting the provision of Gaelscoileanna and Gaelcholáistí; and if she will make a statement on the matter. [65151/26],Education,the minister for education and youth her views on the importance of promoting the provision of gaelscoileanna and gaelcholáistí and 65151 26,2026-09-16,written,577,65151/26,Barry Ward,BARRY WARD,en,To ask the Minister for Education and Youth her views on the importance of promoting the provision of Gaelscoileanna and Gaelcholáistí; and if she will make a statement on the matter.,Education and Youth,2350,2352
"578. Deputy Barry Ward asked the Minister for Education and Youth the position regarding the percentage of children attending Gaelscoileanna as a percentage of overall primary school children, by county, in tabular form. [65150/26]",Education,the minister for education and youth the position regarding the percentage of children attending gaelscoileanna as a percentage of overall primary school children by county in tabular form 65150 26,2026-09-16,written,578,65150/26,Barry Ward,BARRY WARD,en,"To ask the Minister for Education and Youth the position regarding the percentage of children attending Gaelscoileanna as a percentage of overall primary school children, by county, in tabular form.",Education and Youth,2354,2356
579. Deputy Barry Ward asked the Minister for Education and Youth the position regarding Department led assessment of demand for Irish medium secondary schools. [65149/26],Education,the minister for education and youth the position regarding department led assessment of demand for irish medium secondary schools 65149 26,2026-09-16,written,579,65149/26,Barry Ward,BARRY WARD,en,To ask the Minister for Education and Youth the position regarding Department led assessment of demand for Irish medium secondary schools.,Education and Youth,2358,2360
580. Deputy Barry Ward asked the Minister for Education and Youth the position regarding Department led assessment of demand for Irish medium primary schools. [65148/26],Education,the minister for education and youth the position regarding department led assessment of demand for irish medium primary schools 65148 26,2026-09-16,written,580,65148/26,Barry Ward,BARRY WARD,en,To ask the Minister for Education and Youth the position regarding Department led assessment of demand for Irish medium primary schools.,Education and Youth,2362,2364
581. Deputy Barry Ward asked the Minister for Education and Youth the position regarding initiatives in place that seek to meet the demand for Irish medium secondary schools at a local level in areas where demand has been proven. [65147/26],Education,the minister for education and youth the position regarding initiatives in place that seek to meet the demand for irish medium secondary schools at a local level in areas where demand has been proven 65147 26,2026-09-16,written,581,65147/26,Barry Ward,BARRY WARD,en,To ask the Minister for Education and Youth the position regarding initiatives in place that seek to meet the demand for Irish medium secondary schools at a local level in areas where demand has been proven.,Education and Youth,2366,2368
"582. Deputy Pearse Doherty asked the Minister for Education and Youth if persons who previously received a small settlement, in respect of abuse suffered while attending school will be eligible to apply for redress under the new scheme; and if a previous settlement will affect their eligibility or the amount of redress available. [65172/26]",Education,the minister for education and youth if persons who previously received a small settlement in respect of abuse suffered while attending school will be eligible to apply for redress under the new scheme and if a previous settlement will affect their eligibility or the amount of redress available 65172 26,2026-09-16,written,582,65172/26,Pearse Doherty,PEARSE DOHERTY,en,"To ask the Minister for Education and Youth if persons who previously received a small settlement, in respect of abuse suffered while attending school will be eligible to apply for redress under the new scheme; and if a previous settlement will affect their eligibility or the amount of redress available.",Education and Youth,2370,2372
583. Deputy Donna Mcgettigan asked the Minister for Education and Youth the transport arrangements that can be implemented for a child (details supplied) to get them to and from school. [65027/26],Education,the minister for education and youth the transport arrangements that can be implemented for a child details supplied to get them to and from school 65027 26,2026-09-16,written,583,65027/26,Donna Mcgettigan,DONNA MCGETTIGAN,en,To ask the Minister for Education and Youth the transport arrangements that can be implemented for a child (details supplied) to get them to and from school.,Education and Youth,2374,2376
584. Deputy Ann Graves asked the Minister for Education and Youth the steps that can be taken to ensure that a student (details supplied) can access a school. [65189/26],Education,the minister for education and youth the steps that can be taken to ensure that a student details supplied can access a school 65189 26,2026-09-16,written,584,65189/26,Ann Graves,ANN GRAVES,en,To ask the Minister for Education and Youth the steps that can be taken to ensure that a student (details supplied) can access a school.,Education and Youth,2378,2380
585. Deputy Catherine Callaghan asked the Minister for Education and Youth if she is aware of the limited availability of moderate ASD class places at post-primary level in County Carlow; whether her Department has assessed the future demand for such places in advance of September 2028; and if consideration will be given to establishing a moderate ASD special class in a school (details supplied) given the existing ASD provision in the school and the need for additional local places. [65265/26],Education,the minister for education and youth if she is aware of the limited availability of moderate asd class places at post-primary level in county carlow whether her department has assessed the future demand for such places in advance of september 2028 and if consideration will be given to establishing a moderate asd special class in a school details supplied given the existing asd provision in the school and the need for additional local places 65265 26,2026-09-16,written,585,65265/26,Catherine Callaghan,CATHERINE CALLAGHAN,en,To ask the Minister for Education and Youth if she is aware of the limited availability of moderate ASD class places at post-primary level in County Carlow; whether her Department has assessed the future demand for such places in advance of September 2028; and if consideration will be given to establishing a moderate ASD special class in a school (details supplied) given the existing ASD provision in the school and the need for additional local places.,Education and Youth,2382,2384
"586. Deputy Ivana Bacik asked the Minister for Education and Youth the average proceding time for an application for the redress scheme for survivors of institutional abuse; the number of staff allocated to work on such applications and the proportion of these allocated on a full time basis; and her plans to accelerate the processing time for applications, grant of payment and payment of monies. [65247/26]",Education,the minister for education and youth the average proceding time for an application for the redress scheme for survivors of institutional abuse the number of staff allocated to work on such applications and the proportion of these allocated on a full time basis and her plans to accelerate the processing time for applications grant of payment and payment of monies 65247 26,2026-09-16,written,586,65247/26,Ivana Bacik,IVANA BACIK,en,"To ask the Minister for Education and Youth the average proceding time for an application for the redress scheme for survivors of institutional abuse; the number of staff allocated to work on such applications and the proportion of these allocated on a full time basis; and her plans to accelerate the processing time for applications, grant of payment and payment of monies.",Education and Youth,2386,2388
587. Deputy Robert O'Donoghue asked the Minister for Education and Youth to provide an update on the construction and anticipated opening timeline for the new special school in the Loughshinny area of County Dublin (details supplied); the current expected date for completion of construction and handover of the building; the anticipated date on which the school will open to pupils; and when pupils and staff are expected to transfer from the existing school premises. [65243/26],Education,the minister for education and youth to provide an update on the construction and anticipated opening timeline for the new special school in the loughshinny area of county dublin details supplied the current expected date for completion of construction and handover of the building the anticipated date on which the school will open to pupils and when pupils and staff are expected to transfer from the existing school premises 65243 26,2026-09-16,written,587,65243/26,Robert O'Donoghue,ROBERT O'DONOGHUE,en,To ask the Minister for Education and Youth to provide an update on the construction and anticipated opening timeline for the new special school in the Loughshinny area of County Dublin (details supplied); the current expected date for completion of construction and handover of the building; the anticipated date on which the school will open to pupils; and when pupils and staff are expected to transfer from the existing school premises.,Education and Youth,2390,2392
588. Deputy Ann Graves asked the Minister for Education and Youth to ensure a child (details supplied) has a school transport place for the forthcoming school year. [65180/26],Education,the minister for education and youth to ensure a child details supplied has a school transport place for the forthcoming school year 65180 26,2026-09-16,written,588,65180/26,Ann Graves,ANN GRAVES,en,To ask the Minister for Education and Youth to ensure a child (details supplied) has a school transport place for the forthcoming school year.,Education and Youth,2394,2396
589. Deputy Charles Ward asked the Minister for Education and Youth if the number of sraithpictiúr for the Leaving Certificate oral Irish exam will remain at ten for examinations taking place in 2027 and 2028; and if she will make a statement on the matter. [65294/26],Education,the minister for education and youth if the number of sraithpictiúr for the leaving certificate oral irish exam will remain at ten for examinations taking place in 2027 and 2028 and 65294 26,2026-09-16,written,589,65294/26,Charles Ward,CHARLES WARD,en,To ask the Minister for Education and Youth if the number of sraithpictiúr for the Leaving Certificate oral Irish exam will remain at ten for examinations taking place in 2027 and 2028; and if she will make a statement on the matter.,Education and Youth,2398,2400
590. Deputy Michael Healy-rae asked the Minister for Education and Youth to review school bus transport for a child with special needs (details supplied). [65292/26],Education,the minister for education and youth to review school bus transport for a child with special needs details supplied 65292 26,2026-09-16,written,590,65292/26,Michael Healy-rae,MICHAEL HEALY-RAE,en,To ask the Minister for Education and Youth to review school bus transport for a child with special needs (details supplied).,Education and Youth,2402,2404
"591. Deputy Grace Boland asked the Minister for Education and Youth the actions she will take in response to the PISA 2025 findings that 24.2% of students in Ireland are performing below Level 2 in mathematics and 16.5% below Level 2 in reading, and the decline in performance in both areas over the past decade. [65231/26]",Education,the minister for education and youth the actions she will take in response to the pisa 2025 findings that 24 2 of students in ireland are performing below level 2 in mathematics and 16 5 below level 2 in reading and the decline in performance in both areas over the past decade 65231 26,2026-09-16,written,591,65231/26,Grace Boland,GRACE BOLAND,en,"To ask the Minister for Education and Youth the actions she will take in response to the PISA 2025 findings that 24.2% of students in Ireland are performing below Level 2 in mathematics and 16.5% below Level 2 in reading, and the decline in performance in both areas over the past decade.",Education and Youth,2406,2408
592. Deputy Robert Troy asked the Minister for Education and Youth if a late application can be accepted from a family in circumstances where one parent in recently deceased and the remaining parent now requires school transport; if so the process which must be followed; and how late an application can be submitted. [65228/26],Education,the minister for education and youth if a late application can be accepted from a family in circumstances where one parent in recently deceased and the remaining parent now requires school transport if so the process which must be followed and how late an application can be submitted 65228 26,2026-09-16,written,592,65228/26,Robert Troy,ROBERT TROY,en,To ask the Minister for Education and Youth if a late application can be accepted from a family in circumstances where one parent in recently deceased and the remaining parent now requires school transport; if so the process which must be followed; and how late an application can be submitted.,Education and Youth,2410,2412
593. Deputy Ruth Coppinger asked the Minister for Education and Youth whether her Department has put in place provisions to ensure that there is a place in an Irish-medium second level school for those who have attended a Irish-medium primary school. [65213/26],Education,the minister for education and youth whether her department has put in place provisions to ensure that there is a place in an irish-medium second level school for those who have attended a irish-medium primary school 65213 26,2026-09-16,written,593,65213/26,Ruth Coppinger,RUTH COPPINGER,en,To ask the Minister for Education and Youth whether her Department has put in place provisions to ensure that there is a place in an Irish-medium second level school for those who have attended a Irish-medium primary school.,Education and Youth,2414,2416
594. Deputy Albert Dolan asked the Minister for Education and Youth when a school (details supplied) can expect a decision on its application under the additional school accommodation scheme in light of the school's stated health and safety and accommodation pressures. [65337/26],Education,the minister for education and youth when a school details supplied can expect a decision on its application under the additional school accommodation scheme in light of the school s stated health and safety and accommodation pressures 65337 26,2026-09-16,written,594,65337/26,Albert Dolan,ALBERT DOLAN,en,To ask the Minister for Education and Youth when a school (details supplied) can expect a decision on its application under the additional school accommodation scheme in light of the school's stated health and safety and accommodation pressures.,Education and Youth,2418,2420
"595. Deputy Seán Kyne asked the Minister for Education and Youth whether her Department has carried out a review into the mathematics higher level papers 1 and 2 in this year's Leaving Certificate, which was poorly received by students, parents and teachers (details supplied); whether the drop in grades in mathematics in 2026 could be partly answered by the difficulties in the papers; the changes she envisages in preparation for Leaving Certificate 2027; and whether similar changes and difficulties could appear without warning in other subjects. [65236/26]",Education,the minister for education and youth whether her department has carried out a review into the mathematics higher level papers 1 and 2 in this year s leaving certificate which was poorly received by students parents and teachers details supplied whether the drop in grades in mathematics in 2026 could be partly answered by the difficulties in the papers the changes she envisages in preparation for leaving certificate 2027 and whether similar changes and difficulties could appear without warning in other subjects 65236 26,2026-09-16,written,595,65236/26,Seán Kyne,SEÁN KYNE,en,"To ask the Minister for Education and Youth whether her Department has carried out a review into the mathematics higher level papers 1 and 2 in this year's Leaving Certificate, which was poorly received by students, parents and teachers (details supplied); whether the drop in grades in mathematics in 2026 could be partly answered by the difficulties in the papers; the changes she envisages in preparation for Leaving Certificate 2027; and whether similar changes and difficulties could appear without warning in other subjects.",Education and Youth,2422,2424
"596. Deputy Grace Boland asked the Minister for Education and Youth whether she will review the guidance and professional development provided to teachers and special education teachers on evidence informed approaches to supporting students with literacy and numeracy difficulties, including dyslexia and dyscalculia, in view of the PISA 2025 findings. [65235/26]",Education,the minister for education and youth whether she will review the guidance and professional development provided to teachers and special education teachers on evidence informed approaches to supporting students with literacy and numeracy difficulties including dyslexia and dyscalculia in view of the pisa 2025 findings 65235 26,2026-09-16,written,596,65235/26,Grace Boland,GRACE BOLAND,en,"To ask the Minister for Education and Youth whether she will review the guidance and professional development provided to teachers and special education teachers on evidence informed approaches to supporting students with literacy and numeracy difficulties, including dyslexia and dyscalculia, in view of the PISA 2025 findings.",Education and Youth,2426,2428
"597. Deputy Grace Boland asked the Minister for Education and Youth the measures in place to ensure that students with dyslexia and dyscalculia are identified and supported at the earliest possible stage, including access to evidence informed interventions, assistive technology and appropriate examination accommodations. [65234/26]",Education,the minister for education and youth the measures in place to ensure that students with dyslexia and dyscalculia are identified and supported at the earliest possible stage including access to evidence informed interventions assistive technology and appropriate examination accommodations 65234 26,2026-09-16,written,597,65234/26,Grace Boland,GRACE BOLAND,en,"To ask the Minister for Education and Youth the measures in place to ensure that students with dyslexia and dyscalculia are identified and supported at the earliest possible stage, including access to evidence informed interventions, assistive technology and appropriate examination accommodations.",Education and Youth,2430,2432
"598. Deputy Grace Boland asked the Minister for Education and Youth whether she is satisfied that schools have sufficient special education teaching resources to provide appropriate literacy and numeracy interventions for students experiencing persistent difficulties, including students with dyslexia and dyscalculia; and whether these allocations will be reviewed following the PISA 2025 results. [65233/26]",Education,the minister for education and youth whether she is satisfied that schools have sufficient special education teaching resources to provide appropriate literacy and numeracy interventions for students experiencing persistent difficulties including students with dyslexia and dyscalculia and whether these allocations will be reviewed following the pisa 2025 results 65233 26,2026-09-16,written,598,65233/26,Grace Boland,GRACE BOLAND,en,"To ask the Minister for Education and Youth whether she is satisfied that schools have sufficient special education teaching resources to provide appropriate literacy and numeracy interventions for students experiencing persistent difficulties, including students with dyslexia and dyscalculia; and whether these allocations will be reviewed following the PISA 2025 results.",Education and Youth,2434,2436
"599. Deputy Grace Boland asked the Minister for Education and Youth the actions she will take to address the PISA 2025 attainment gap between students in DEIS and non-DEIS schools, including the 49 point gap in reading and 46 point gap in mathematics. [65232/26]",Education,the minister for education and youth the actions she will take to address the pisa 2025 attainment gap between students in deis and non-deis schools including the 49 point gap in reading and 46 point gap in mathematics 65232 26,2026-09-16,written,599,65232/26,Grace Boland,GRACE BOLAND,en,"To ask the Minister for Education and Youth the actions she will take to address the PISA 2025 attainment gap between students in DEIS and non-DEIS schools, including the 49 point gap in reading and 46 point gap in mathematics.",Education and Youth,2438,2440
"600. Deputy Ken O'Flynn asked the Minister for Education and Youth further to Parliamentary Question No. 62819/26 of 7 September 2026, the current status of the review of Circular 0032/2017 on the cost of school uniforms referred to in the reply; the date on which that review is expected to conclude; and if she will make a statement on the matter. [65403/26]",Education,the minister for education and youth further to parliamentary question no 62819 26 of 7 september 2026 the current status of the review of circular 0032 2017 on the cost of school uniforms referred to in the reply the date on which that review is expected to conclude and 65403 26,2026-09-16,written,600,65403/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Education and Youth further to Parliamentary Question No. 62819/26 of 7 September 2026, the current status of the review of Circular 0032/2017 on the cost of school uniforms referred to in the reply; the date on which that review is expected to conclude; and if she will make a statement on the matter.",Education and Youth,2442,2444
"601. Deputy Ken O'Flynn asked the Minister for Education and Youth further to Parliamentary Question No. 62835/26 of 7 September 2026, the total value of voluntary contributions collected by schools in the most recent year for which data is available; whether her Department has set any target for reducing compulsory or unavoidable costs to parents; and the reason her Department does not gather data on school level compliance with Circular 0032/2017 on school uniform costs; and if she will make a statement on the matter. [65402/26]",Education,the minister for education and youth further to parliamentary question no 62835 26 of 7 september 2026 the total value of voluntary contributions collected by schools in the most recent year for which data is available whether her department has set any target for reducing compulsory or unavoidable costs to parents and the reason her department does not gather data on school level compliance with circular 0032 2017 on school uniform costs and 65402 26,2026-09-16,written,601,65402/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Education and Youth further to Parliamentary Question No. 62835/26 of 7 September 2026, the total value of voluntary contributions collected by schools in the most recent year for which data is available; whether her Department has set any target for reducing compulsory or unavoidable costs to parents; and the reason her Department does not gather data on school level compliance with Circular 0032/2017 on school uniform costs; and if she will make a statement on the matter.",Education and Youth,2446,2448
"602. Deputy Ken O'Flynn asked the Minister for Education and Youth further to Parliamentary Question No. 62819/26 of 7 September 2026, if her Department will begin to collect data on the total cost of sending a child to school, including voluntary contributions, uniforms, books and digital devices, given that this data is not currently collected; and if she will make a statement on the matter. [65401/26]",Education,the minister for education and youth further to parliamentary question no 62819 26 of 7 september 2026 if her department will begin to collect data on the total cost of sending a child to school including voluntary contributions uniforms books and digital devices given that this data is not currently collected and 65401 26,2026-09-16,written,602,65401/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Education and Youth further to Parliamentary Question No. 62819/26 of 7 September 2026, if her Department will begin to collect data on the total cost of sending a child to school, including voluntary contributions, uniforms, books and digital devices, given that this data is not currently collected; and if she will make a statement on the matter.",Education and Youth,2450,2452
"603. Deputy Ken O'Flynn asked the Minister for Education and Youth further to Parliamentary Question No. 62819/26 of 7 September 2026, if her Department will begin to collect data on the total cost of sending a child to school, including voluntary contributions, uniforms, books and digital devices, given that this data is not currently collected; and if she will make a statement on the matter. [65400/26]",Education,the minister for education and youth further to parliamentary question no 62819 26 of 7 september 2026 if her department will begin to collect data on the total cost of sending a child to school including voluntary contributions uniforms books and digital devices given that this data is not currently collected and 65400 26,2026-09-16,written,603,65400/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Education and Youth further to Parliamentary Question No. 62819/26 of 7 September 2026, if her Department will begin to collect data on the total cost of sending a child to school, including voluntary contributions, uniforms, books and digital devices, given that this data is not currently collected; and if she will make a statement on the matter.",Education and Youth,2454,2456
604. Deputy Willie O'Dea asked the Minister for Education and Youth whether a special class is planned for a school (details supplied) as part of the proposal to construct a new building for the school; if a special class is included in the plans; and if it will be operational by September 2029. [65387/26],Education,the minister for education and youth whether a special class is planned for a school details supplied as part of the proposal to construct a new building for the school if a special class is included in the plans and if it will be operational by september 2029 65387 26,2026-09-16,written,604,65387/26,Willie O'Dea,WILLIE O'DEA,en,To ask the Minister for Education and Youth whether a special class is planned for a school (details supplied) as part of the proposal to construct a new building for the school; if a special class is included in the plans; and if it will be operational by September 2029.,Education and Youth,2458,2460
605. Deputy Michael Healy-rae asked the Minister for Education and Youth if her Department will give funding for bus transport for students attending a school (details supplied). [65382/26],Education,the minister for education and youth if her department will give funding for bus transport for students attending a school details supplied 65382 26,2026-09-16,written,605,65382/26,Michael Healy-rae,MICHAEL HEALY-RAE,en,To ask the Minister for Education and Youth if her Department will give funding for bus transport for students attending a school (details supplied).,Education and Youth,2462,2464
"606. Deputy Barry Ward asked the Minister for Education and Youth in cases in which a building under her control is not wheelchair accessible, the reason for this; her plans to remedy this; and the timeline for measures to be completed. [65344/26]",Education,the minister for education and youth in cases in which a building under her control is not wheelchair accessible the reason for this her plans to remedy this and the timeline for measures to be completed 65344 26,2026-09-16,written,606,65344/26,Barry Ward,BARRY WARD,en,"To ask the Minister for Education and Youth in cases in which a building under her control is not wheelchair accessible, the reason for this; her plans to remedy this; and the timeline for measures to be completed.",Education and Youth,2466,2468
607. Deputy Barry Ward asked the Minister for Education and Youth the wheelchair accessibility of all buildings under her control; and if she will make a statement on the matter. [65314/26],Education,the minister for education and youth the wheelchair accessibility of all buildings under her control and 65314 26,2026-09-16,written,607,65314/26,Barry Ward,BARRY WARD,en,To ask the Minister for Education and Youth the wheelchair accessibility of all buildings under her control; and if she will make a statement on the matter.,Education and Youth,2470,2472
"608. Deputy Naoise Ó Muirí asked the Minister for Education and Youth if she will ensure that future surveys conducted by her Department include an option for respondents to submit observations without requiring a MyGovID account, thereby improving accessibility and recognising that many people do not have an account. [65484/26]",Education,the minister for education and youth if she will ensure that future surveys conducted by her department include an option for respondents to submit observations without requiring a mygovid account thereby improving accessibility and recognising that many people do not have an account 65484 26,2026-09-16,written,608,65484/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,"To ask the Minister for Education and Youth if she will ensure that future surveys conducted by her Department include an option for respondents to submit observations without requiring a MyGovID account, thereby improving accessibility and recognising that many people do not have an account.",Education and Youth,2474,2476
609. Deputy Emer Currie asked the Minister for Education and Youth for clarity on an issue regarding DEY Circular 38/26 (details supplied). [65497/26],Education,the minister for education and youth for clarity on an issue regarding dey circular 38 26 details supplied 65497 26,2026-09-16,written,609,65497/26,Emer Currie,EMER CURRIE,en,To ask the Minister for Education and Youth for clarity on an issue regarding DEY Circular 38/26 (details supplied).,Education and Youth,2478,2480
