question,department,question_clean,date,answer_type,question_number,refNo,deputy,deputy_source,language,raw_question,department_paper,source_question_paragraph,source_pq_paragraph
"113. Deputy Ivana Bacik asked the Minister for Justice, Home Affairs and Migration if a formal review or appeal procedure is available to Ukrainian persons who consider that proposed alternative accommodation is unsuitable for their medical, disability or family needs; the procedure, applicable deadline, decision-maker and expected response time; whether relocation is suspended pending the outcome; and where the procedure has been published. [67257/26]",Justice,the minister for justice home affairs and migration if a formal review or appeal procedure is available to ukrainian persons who consider that proposed alternative accommodation is unsuitable for their medical disability or family needs the procedure applicable deadline decision-maker and expected response time whether relocation is suspended pending the outcome and where the procedure has been published 67257 26,2026-09-23,written,113,67257/26,Ivana Bacik,IVANA BACIK,en,"To ask the Minister for Justice, Home Affairs and Migration if a formal review or appeal procedure is available to Ukrainian persons who consider that proposed alternative accommodation is unsuitable for their medical, disability or family needs; the procedure, applicable deadline, decision-maker and expected response time; whether relocation is suspended pending the outcome; and where the procedure has been published.","Justice, Home Affairs and Migration",497,499
"114. Deputy Ivana Bacik asked the Minister for Justice, Home Affairs and Migration the details of all assessments and inspections carried out in respect of accommodation at a location (details supplied), including fire safety, planning compliance, sanitation, ventilation, natural light, accessibility and suitability for medically vulnerable persons and disabled persons; the dates and bodies responsible for such inspections; and if the reports resulting thereof will be published. [67254/26]",Justice,the minister for justice home affairs and migration the details of all assessments and inspections carried out in respect of accommodation at a location details supplied including fire safety planning compliance sanitation ventilation natural light accessibility and suitability for medically vulnerable persons and disabled persons the dates and bodies responsible for such inspections and if the reports resulting thereof will be published 67254 26,2026-09-23,written,114,67254/26,Ivana Bacik,IVANA BACIK,en,"To ask the Minister for Justice, Home Affairs and Migration the details of all assessments and inspections carried out in respect of accommodation at a location (details supplied), including fire safety, planning compliance, sanitation, ventilation, natural light, accessibility and suitability for medically vulnerable persons and disabled persons; the dates and bodies responsible for such inspections; and if the reports resulting thereof will be published.","Justice, Home Affairs and Migration",501,503
"115. Deputy Ivana Bacik asked the Minister for Justice, Home Affairs and Migration the legal and policy basis upon which a resident who does not accept a particular accommodation offer may be treated as having refused State accommodation or may be discharged from the accommodation system; the safeguards that apply where the resident has serious medical, disability or family needs; and whether non-transfer will be suspended while an urgent review is pending. [67253/26]",Justice,the minister for justice home affairs and migration the legal and policy basis upon which a resident who does not accept a particular accommodation offer may be treated as having refused state accommodation or may be discharged from the accommodation system the safeguards that apply where the resident has serious medical disability or family needs and whether non-transfer will be suspended while an urgent review is pending 67253 26,2026-09-23,written,115,67253/26,Ivana Bacik,IVANA BACIK,en,"To ask the Minister for Justice, Home Affairs and Migration the legal and policy basis upon which a resident who does not accept a particular accommodation offer may be treated as having refused State accommodation or may be discharged from the accommodation system; the safeguards that apply where the resident has serious medical, disability or family needs; and whether non-transfer will be suspended while an urgent review is pending.","Justice, Home Affairs and Migration",505,507
"116. Deputy Ivana Bacik asked the Minister for Justice, Home Affairs and Migration the individual assessment procedure used when deciding if proposed alternative accommodation is suitable for a resident of a location (details supplied); whether medical, disability, accessibility, family and educational needs are assessed; the person or body that conducts these assessments; whether appropriately qualified healthcare professionals are involved; whether each resident is provided with a copy of the assessment and individual reasons for the decision; and if he will supply the full details of the formal assessment procedure. [67251/26]",Justice,the minister for justice home affairs and migration the individual assessment procedure used when deciding if proposed alternative accommodation is suitable for a resident of a location details supplied whether medical disability accessibility family and educational needs are assessed the person or body that conducts these assessments whether appropriately qualified healthcare professionals are involved whether each resident is provided with a copy of the assessment and individual reasons for the decision and if he will supply the full details of the formal assessment procedure 67251 26,2026-09-23,written,116,67251/26,Ivana Bacik,IVANA BACIK,en,"To ask the Minister for Justice, Home Affairs and Migration the individual assessment procedure used when deciding if proposed alternative accommodation is suitable for a resident of a location (details supplied); whether medical, disability, accessibility, family and educational needs are assessed; the person or body that conducts these assessments; whether appropriately qualified healthcare professionals are involved; whether each resident is provided with a copy of the assessment and individual reasons for the decision; and if he will supply the full details of the formal assessment procedure.","Justice, Home Affairs and Migration",509,511
"117. Deputy Ivana Bacik asked the Minister for Justice, Home Affairs and Migration his plans to pause the transfer or discharge from State-provided accommodation of medically vulnerable residents of a location (details supplied) including persons undergoing cancer treatment, dialysis, surgery or hospital treatment, persons with disabilities, older persons and families with children until an individual needs and suitability assessment has been completed in each case. [67248/26]",Justice,the minister for justice home affairs and migration his plans to pause the transfer or discharge from state-provided accommodation of medically vulnerable residents of a location details supplied including persons undergoing cancer treatment dialysis surgery or hospital treatment persons with disabilities older persons and families with children until an individual needs and suitability assessment has been completed in each case 67248 26,2026-09-23,written,117,67248/26,Ivana Bacik,IVANA BACIK,en,"To ask the Minister for Justice, Home Affairs and Migration his plans to pause the transfer or discharge from State-provided accommodation of medically vulnerable residents of a location (details supplied) including persons undergoing cancer treatment, dialysis, surgery or hospital treatment, persons with disabilities, older persons and families with children until an individual needs and suitability assessment has been completed in each case.","Justice, Home Affairs and Migration",513,515
"118. Deputy Sorca Clarke asked the Minister for Justice, Home Affairs and Migration the status of two citizenship applications (details supplied); the reason for the continued delay in issuing approval letters following the Department's confirmation that a back end technical fault affecting these 2022 files was resolved on 26 August 2026 (details supplied); the outstanding steps, including any digital sign-off, required to finalise and release these grants of citizenship; and the timeframe for completion. [67350/26]",Justice,the minister for justice home affairs and migration the status of two citizenship applications details supplied the reason for the continued delay in issuing approval letters following the department s confirmation that a back end technical fault affecting these 2022 files was resolved on 26 august 2026 details supplied the outstanding steps including any digital sign-off required to finalise and release these grants of citizenship and the timeframe for completion 67350 26,2026-09-23,written,118,67350/26,Sorca Clarke,SORCA CLARKE,en,"To ask the Minister for Justice, Home Affairs and Migration the status of two citizenship applications (details supplied); the reason for the continued delay in issuing approval letters following the Department's confirmation that a back end technical fault affecting these 2022 files was resolved on 26 August 2026 (details supplied); the outstanding steps, including any digital sign-off, required to finalise and release these grants of citizenship; and the timeframe for completion.","Justice, Home Affairs and Migration",517,519
"119. Deputy Emer Currie asked the Minister for Justice, Home Affairs and Migration the amount of funding allocated to a scheme (details supplied) by year from 2020 to 2025 and to date in 2026, in tabular form. [67497/26]",Justice,the minister for justice home affairs and migration the amount of funding allocated to a scheme details supplied by year from 2020 to 2025 and to date in 2026 in tabular form 67497 26,2026-09-23,written,119,67497/26,Emer Currie,EMER CURRIE,en,"To ask the Minister for Justice, Home Affairs and Migration the amount of funding allocated to a scheme (details supplied) by year from 2020 to 2025 and to date in 2026, in tabular form.","Justice, Home Affairs and Migration",521,523
"120. Deputy Emer Currie asked the Minister for Justice, Home Affairs and Migration to provide an update on amending a scheme (details supplied). [67495/26]",Justice,the minister for justice home affairs and migration to provide an update on amending a scheme details supplied 67495 26,2026-09-23,written,120,67495/26,Emer Currie,EMER CURRIE,en,"To ask the Minister for Justice, Home Affairs and Migration to provide an update on amending a scheme (details supplied).","Justice, Home Affairs and Migration",525,527
"121. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration whether his Department has examined the impact on the administration of justice of the reported 93% reduction in the number of criminal legal aid certificates granted in July 2026, compared with July 2025. [67527/26]",Justice,the minister for justice home affairs and migration whether his department has examined the impact on the administration of justice of the reported 93 reduction in the number of criminal legal aid certificates granted in july 2026 compared with july 2025 67527 26,2026-09-23,written,121,67527/26,Matt Carthy,MATT CARTHY,en,"To ask the Minister for Justice, Home Affairs and Migration whether his Department has examined the impact on the administration of justice of the reported 93% reduction in the number of criminal legal aid certificates granted in July 2026, compared with July 2025.","Justice, Home Affairs and Migration",529,531
"122. Deputy Mattie Mcgrath asked the Minister for Justice, Home Affairs and Migration further to the High Court declaration (details supplied) the number of complaints of perjury, or of attempting to pervert the course of justice, arising from in camera family law or child care proceedings have been recorded by An Garda Síochána since July 2019; the number that have been investigated; and the number of files that have been sent to the Director of Public Prosecutions; and the number of prosecutions that have resulted. [67526/26]",Justice,the minister for justice home affairs and migration further to the high court declaration details supplied the number of complaints of perjury or of attempting to pervert the course of justice arising from in camera family law or child care proceedings have been recorded by an garda síochána since july 2019 the number that have been investigated and the number of files that have been sent to the director of public prosecutions and the number of prosecutions that have resulted 67526 26,2026-09-23,written,122,67526/26,Mattie Mcgrath,MATTIE MCGRATH,en,"To ask the Minister for Justice, Home Affairs and Migration further to the High Court declaration (details supplied) the number of complaints of perjury, or of attempting to pervert the course of justice, arising from in camera family law or child care proceedings have been recorded by An Garda Síochána since July 2019; the number that have been investigated; and the number of files that have been sent to the Director of Public Prosecutions; and the number of prosecutions that have resulted.","Justice, Home Affairs and Migration",533,535
"123. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the number of persons found to be unlawfully present in the State due to overstaying a visa or residence permission in each of the past five years; the number who were required to leave the State; the number made subject to deportation orders; the number whose subsequent applications for visas, residence permissions, citizenship or re-entry were refused, in whole or in part, on the basis of previous non-compliance with immigration permissions. [67600/26]",Justice,the minister for justice home affairs and migration the number of persons found to be unlawfully present in the state due to overstaying a visa or residence permission in each of the past five years the number who were required to leave the state the number made subject to deportation orders the number whose subsequent applications for visas residence permissions citizenship or re-entry were refused in whole or in part on the basis of previous non-compliance with immigration permissions 67600 26,2026-09-23,written,123,67600/26,Matt Carthy,MATT CARTHY,en,"To ask the Minister for Justice, Home Affairs and Migration the number of persons found to be unlawfully present in the State due to overstaying a visa or residence permission in each of the past five years; the number who were required to leave the State; the number made subject to deportation orders; the number whose subsequent applications for visas, residence permissions, citizenship or re-entry were refused, in whole or in part, on the basis of previous non-compliance with immigration permissions.","Justice, Home Affairs and Migration",537,539
"124. Deputy Robert Troy asked the Minister for Justice, Home Affairs and Migration If any concessions under the new citizenship laws are going to be made for Belarusians, who since 2023 have been banned from applying for passport renewal in consulates in embassies, forcing them to return to Belarus where they potentially face political persecution (details supplied). [67644/26]",Justice,the minister for justice home affairs and migration if any concessions under the new citizenship laws are going to be made for belarusians who since 2023 have been banned from applying for passport renewal in consulates in embassies forcing them to return to belarus where they potentially face political persecution details supplied 67644 26,2026-09-23,written,124,67644/26,Robert Troy,ROBERT TROY,en,"To ask the Minister for Justice, Home Affairs and Migration If any concessions under the new citizenship laws are going to be made for Belarusians, who since 2023 have been banned from applying for passport renewal in consulates in embassies, forcing them to return to Belarus where they potentially face political persecution (details supplied).","Justice, Home Affairs and Migration",541,543
"125. Deputy Peadar Tóibín asked the Minister for Justice, Home Affairs and Migration the number of international protection applicants who are currently employed in the State; whether his Department collects or has access to data on the employment status of persons residing in IPAS accommodation; and if he will make a statement on the matter. [67247/26]",Justice,the minister for justice home affairs and migration the number of international protection applicants who are currently employed in the state whether his department collects or has access to data on the employment status of persons residing in ipas accommodation and 67247 26,2026-09-23,written,125,67247/26,Peadar Tóibín,PEADAR TÓIBÍN,en,"To ask the Minister for Justice, Home Affairs and Migration the number of international protection applicants who are currently employed in the State; whether his Department collects or has access to data on the employment status of persons residing in IPAS accommodation; and if he will make a statement on the matter.","Justice, Home Affairs and Migration",545,547
"126. Deputy Ken O'Flynn asked the Minister for Agriculture, Food and the Marine if consideration will be given to introducing a targeted financial support or grant to assist older people and pensioners living alone with the cost of adopting a rescue animal, in view of the rising number of dogs being euthanised in local authority pounds and the recognised health and companionship benefits for older people at risk of social isolation; and if he will make a statement on the matter. [67352/26]",Agriculture,the minister for agriculture food and the marine if consideration will be given to introducing a targeted financial support or grant to assist older people and pensioners living alone with the cost of adopting a rescue animal in view of the rising number of dogs being euthanised in local authority pounds and the recognised health and companionship benefits for older people at risk of social isolation and 67352 26,2026-09-23,written,126,67352/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Agriculture, Food and the Marine if consideration will be given to introducing a targeted financial support or grant to assist older people and pensioners living alone with the cost of adopting a rescue animal, in view of the rising number of dogs being euthanised in local authority pounds and the recognised health and companionship benefits for older people at risk of social isolation; and if he will make a statement on the matter.","Agriculture, Food and the Marine",552,554
"127. Deputy Ken O'Flynn asked the Minister for Agriculture, Food and the Marine the number of dogs euthanised in local authority dog pounds in each of the years 2022 to 2024, by local authority including the figures for Cork City Council and Cork County Council, in tabular form; and if he will make a statement on the matter. [67354/26]",Agriculture,the minister for agriculture food and the marine the number of dogs euthanised in local authority dog pounds in each of the years 2022 to 2024 by local authority including the figures for cork city council and cork county council in tabular form and 67354 26,2026-09-23,written,127,67354/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Agriculture, Food and the Marine the number of dogs euthanised in local authority dog pounds in each of the years 2022 to 2024, by local authority including the figures for Cork City Council and Cork County Council, in tabular form; and if he will make a statement on the matter.","Agriculture, Food and the Marine",556,558
"128. Deputy Ken O'Flynn asked the Minister for Agriculture, Food and the Marine if consideration will be given to providing dedicated funding or support, whether through his Department's annual animal welfare grant programme or otherwise, to sustain and expand existing schemes that waive adoption fees for older people adopting a rescue animal (details supplied); and if he will make a statement on the matter. [67357/26]",Agriculture,the minister for agriculture food and the marine if consideration will be given to providing dedicated funding or support whether through his department s annual animal welfare grant programme or otherwise to sustain and expand existing schemes that waive adoption fees for older people adopting a rescue animal details supplied and 67357 26,2026-09-23,written,128,67357/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Agriculture, Food and the Marine if consideration will be given to providing dedicated funding or support, whether through his Department's annual animal welfare grant programme or otherwise, to sustain and expand existing schemes that waive adoption fees for older people adopting a rescue animal (details supplied); and if he will make a statement on the matter.","Agriculture, Food and the Marine",560,562
"129. Deputy Ken O'Flynn asked the Minister for Agriculture, Food and the Marine if he will provide the number of dogs euthanised in local authority dog pounds in each of the years 2022, 2023 and 2024, by local authority and including the figures for Cork City Council and Cork County Council, in tabular form; and if he will make a statement on the matter. [67370/26]",Agriculture,the minister for agriculture food and the marine if he will provide the number of dogs euthanised in local authority dog pounds in each of the years 2022 2023 and 2024 by local authority and including the figures for cork city council and cork county council in tabular form and 67370 26,2026-09-23,written,129,67370/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Agriculture, Food and the Marine if he will provide the number of dogs euthanised in local authority dog pounds in each of the years 2022, 2023 and 2024, by local authority and including the figures for Cork City Council and Cork County Council, in tabular form; and if he will make a statement on the matter.","Agriculture, Food and the Marine",564,566
"130. Deputy Ken O'Flynn asked the Minister for Agriculture, Food and the Marine if consideration will be given to introducing a targeted financial support or grant to assist older people and pensioners living alone with the cost of adopting a rescue animal, in view of the rising number of dogs being euthanised in local authority pounds and the recognised health and companionship benefits for older people at risk of social isolation; and if the Minister will make a statement on the matter. [67369/26]",Agriculture,the minister for agriculture food and the marine if consideration will be given to introducing a targeted financial support or grant to assist older people and pensioners living alone with the cost of adopting a rescue animal in view of the rising number of dogs being euthanised in local authority pounds and the recognised health and companionship benefits for older people at risk of social isolation and if the minister will make a statement on the matter 67369 26,2026-09-23,written,130,67369/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Agriculture, Food and the Marine if consideration will be given to introducing a targeted financial support or grant to assist older people and pensioners living alone with the cost of adopting a rescue animal, in view of the rising number of dogs being euthanised in local authority pounds and the recognised health and companionship benefits for older people at risk of social isolation; and if the Minister will make a statement on the matter.","Agriculture, Food and the Marine",568,570
"131. Deputy Roderic O'Gorman asked the Minister for Agriculture, Food and the Marine the number of veterinary inspections carried out in 2025 specifically to observe poultry catching and loading (details supplied); if he is unable to provide this data, his reason for the lack of information, given that catching and loading is a particularly stressful event for hens; and the reason data on the effectiveness of stunning before slaughter is not collated. [67410/26]",Agriculture,the minister for agriculture food and the marine the number of veterinary inspections carried out in 2025 specifically to observe poultry catching and loading details supplied if he is unable to provide this data his reason for the lack of information given that catching and loading is a particularly stressful event for hens and the reason data on the effectiveness of stunning before slaughter is not collated 67410 26,2026-09-23,written,131,67410/26,Roderic O'Gorman,RODERIC O'GORMAN,en,"To ask the Minister for Agriculture, Food and the Marine the number of veterinary inspections carried out in 2025 specifically to observe poultry catching and loading (details supplied); if he is unable to provide this data, his reason for the lack of information, given that catching and loading is a particularly stressful event for hens; and the reason data on the effectiveness of stunning before slaughter is not collated.","Agriculture, Food and the Marine",572,574
"132. Deputy Roderic O'Gorman asked the Minister for Agriculture, Food and the Marine the reason his Department does not collect data on incidences in the egg industry of osteoporosis, peritonitis, egg binding and uterine prolapse; if he is aware whether a Government, local authority or any other body is actively engaged in the collection of this data; if no data is collected on these incidences in laying hens, the reason he consistently states that the highest possible welfare standards are maintained in the industry, if he does not possess data on illness, disease and premature death in the industry. [67409/26]",Agriculture,the minister for agriculture food and the marine the reason his department does not collect data on incidences in the egg industry of osteoporosis peritonitis egg binding and uterine prolapse if he is aware whether a government local authority or any other body is actively engaged in the collection of this data if no data is collected on these incidences in laying hens the reason he consistently states that the highest possible welfare standards are maintained in the industry if he does not possess data on illness disease and premature death in the industry 67409 26,2026-09-23,written,132,67409/26,Roderic O'Gorman,RODERIC O'GORMAN,en,"To ask the Minister for Agriculture, Food and the Marine the reason his Department does not collect data on incidences in the egg industry of osteoporosis, peritonitis, egg binding and uterine prolapse; if he is aware whether a Government, local authority or any other body is actively engaged in the collection of this data; if no data is collected on these incidences in laying hens, the reason he consistently states that the highest possible welfare standards are maintained in the industry, if he does not possess data on illness, disease and premature death in the industry.","Agriculture, Food and the Marine",576,578
"133. Deputy Roderic O'Gorman asked the Minister for Agriculture, Food and the Marine the number of barn flocks that were inspected by Government-approved vets in 2025; the number of enriched cage flocks that were inspected by Government-approved vets in 2025; the number of free range flocks that were inspected by Government-approved vets in 2025; and the number of organic flocks that were inspected by Government approved vets in 2025. [67408/26]",Agriculture,the minister for agriculture food and the marine the number of barn flocks that were inspected by government-approved vets in 2025 the number of enriched cage flocks that were inspected by government-approved vets in 2025 the number of free range flocks that were inspected by government-approved vets in 2025 and the number of organic flocks that were inspected by government approved vets in 2025 67408 26,2026-09-23,written,133,67408/26,Roderic O'Gorman,RODERIC O'GORMAN,en,"To ask the Minister for Agriculture, Food and the Marine the number of barn flocks that were inspected by Government-approved vets in 2025; the number of enriched cage flocks that were inspected by Government-approved vets in 2025; the number of free range flocks that were inspected by Government-approved vets in 2025; and the number of organic flocks that were inspected by Government approved vets in 2025.","Agriculture, Food and the Marine",580,582
"134. Deputy Roderic O'Gorman asked the Minister for Agriculture, Food and the Marine further to PQ 50437/26, the reason his Department does not collect data on the number of, and the reason for mortalities for hen producers; the reason he considers it unnecessary to collect and assess this data; if he is aware of the significant mortality rate in the industry; and the way in which his Department can form an accurate and up-to-date record on the mortality rate in the industry, and the reasons for these mortalities in the absence of the provision of this data. [67407/26]",Agriculture,the minister for agriculture food and the marine further to pq 50437 26 the reason his department does not collect data on the number of and the reason for mortalities for hen producers the reason he considers it unnecessary to collect and assess this data if he is aware of the significant mortality rate in the industry and the way in which his department can form an accurate and up-to-date record on the mortality rate in the industry and the reasons for these mortalities in the absence of the provision of this data 67407 26,2026-09-23,written,134,67407/26,Roderic O'Gorman,RODERIC O'GORMAN,en,"To ask the Minister for Agriculture, Food and the Marine further to PQ 50437/26, the reason his Department does not collect data on the number of, and the reason for mortalities for hen producers; the reason he considers it unnecessary to collect and assess this data; if he is aware of the significant mortality rate in the industry; and the way in which his Department can form an accurate and up-to-date record on the mortality rate in the industry, and the reasons for these mortalities in the absence of the provision of this data.","Agriculture, Food and the Marine",584,586
"135. Deputy Michael Healy-rae asked the Minister for Agriculture, Food and the Marine his views on a replanting order (details supplied); and if he will make a statement on the matter. [67427/26]",Agriculture,the minister for agriculture food and the marine his views on a replanting order details supplied and 67427 26,2026-09-23,written,135,67427/26,Michael Healy-rae,MICHAEL HEALY-RAE,en,"To ask the Minister for Agriculture, Food and the Marine his views on a replanting order (details supplied); and if he will make a statement on the matter.","Agriculture, Food and the Marine",588,590
"136. Deputy David Cullinane asked the Minister for Agriculture, Food and the Marine the total capital funding sought, allocated and drawn down for harbours and piers in each county in each of the years 2021 to 2025 and for the period 1 January to 31 August in 2025 and 2026, broken down by funding programme and local authority, in tabular form. [67609/26]",Agriculture,the minister for agriculture food and the marine the total capital funding sought allocated and drawn down for harbours and piers in each county in each of the years 2021 to 2025 and for the period 1 january to 31 august in 2025 and 2026 broken down by funding programme and local authority in tabular form 67609 26,2026-09-23,written,136,67609/26,David Cullinane,DAVID CULLINANE,en,"To ask the Minister for Agriculture, Food and the Marine the total capital funding sought, allocated and drawn down for harbours and piers in each county in each of the years 2021 to 2025 and for the period 1 January to 31 August in 2025 and 2026, broken down by funding programme and local authority, in tabular form.","Agriculture, Food and the Marine",592,594
"137. Deputy David Cullinane asked the Minister for Agriculture, Food and the Marine the details of each application for capital funding for harbours and piers in County Waterford in each of the years 2021 to 2025 and to 31 August 2026, including the harbour or pier concerned, project description, amount sought, amount allocated, amount drawn down, application and approval date, and current project status, in tabular form. [67608/26]",Agriculture,the minister for agriculture food and the marine the details of each application for capital funding for harbours and piers in county waterford in each of the years 2021 to 2025 and to 31 august 2026 including the harbour or pier concerned project description amount sought amount allocated amount drawn down application and approval date and current project status in tabular form 67608 26,2026-09-23,written,137,67608/26,David Cullinane,DAVID CULLINANE,en,"To ask the Minister for Agriculture, Food and the Marine the details of each application for capital funding for harbours and piers in County Waterford in each of the years 2021 to 2025 and to 31 August 2026, including the harbour or pier concerned, project description, amount sought, amount allocated, amount drawn down, application and approval date, and current project status, in tabular form.","Agriculture, Food and the Marine",596,598
"138. Deputy Eoin Ó Broin asked the Minister for Children, Disability and Equality to provide an update on her Department's progress regarding the Programme for Government commitment to introduce paid surrogacy leave. [67348/26]",Children,the minister for children disability and equality to provide an update on her department s progress regarding the programme for government commitment to introduce paid surrogacy leave 67348 26,2026-09-23,written,138,67348/26,Eoin Ó Broin,EOIN Ó BROIN,en,"To ask the Minister for Children, Disability and Equality to provide an update on her Department's progress regarding the Programme for Government commitment to introduce paid surrogacy leave.","Children, Disability and Equality",603,605
"139. Deputy Barry Heneghan asked the Minister for Children, Disability and Equality if she will urgently review (details supplied), given that the service remains in serious financial difficulty; if she will clarify whether documented personal funds contributed by a director to meet salaries, Revenue payments and essential running costs can be taken into account; whether the award can be reviewed or appealed and any further emergency support provided. [67233/26]",Children,the minister for children disability and equality if she will urgently review details supplied given that the service remains in serious financial difficulty if she will clarify whether documented personal funds contributed by a director to meet salaries revenue payments and essential running costs can be taken into account whether the award can be reviewed or appealed and any further emergency support provided 67233 26,2026-09-23,written,139,67233/26,Barry Heneghan,BARRY HENEGHAN,en,"To ask the Minister for Children, Disability and Equality if she will urgently review (details supplied), given that the service remains in serious financial difficulty; if she will clarify whether documented personal funds contributed by a director to meet salaries, Revenue payments and essential running costs can be taken into account; whether the award can be reviewed or appealed and any further emergency support provided.","Children, Disability and Equality",607,609
"140. Deputy Charles Ward asked the Minister for Children, Disability and Equality whether a formal protocol exists between her Department, Pobal and County Childcare Committees regarding the management of childcare services affected by defective concrete; and if so, to provide details of that protocol. [67388/26]",Children,the minister for children disability and equality whether a formal protocol exists between her department pobal and county childcare committees regarding the management of childcare services affected by defective concrete of that protocol 67388 26,2026-09-23,written,140,67388/26,Charles Ward,CHARLES WARD,en,"To ask the Minister for Children, Disability and Equality whether a formal protocol exists between her Department, Pobal and County Childcare Committees regarding the management of childcare services affected by defective concrete; and if so, to provide details of that protocol.","Children, Disability and Equality",611,613
"141. Deputy Charles Ward asked the Minister for Children, Disability and Equality whether childcare facilities affected by defective concrete are being prioritised under the State-led childcare infrastructure programme; and if not, if consideration will be given to establishing such a priority mechanism. [67389/26]",Children,the minister for children disability and equality whether childcare facilities affected by defective concrete are being prioritised under the state-led childcare infrastructure programme if consideration will be given to establishing such a priority mechanism 67389 26,2026-09-23,written,141,67389/26,Charles Ward,CHARLES WARD,en,"To ask the Minister for Children, Disability and Equality whether childcare facilities affected by defective concrete are being prioritised under the State-led childcare infrastructure programme; and if not, if consideration will be given to establishing such a priority mechanism.","Children, Disability and Equality",615,617
"142. Deputy Charles Ward asked the Minister for Children, Disability and Equality measures in place to ensure that childcare places are not lost where a childcare facility affected by defective concrete becomes unsafe or unsuitable for occupation. [67392/26]",Children,the minister for children disability and equality measures in place to ensure that childcare places are not lost where a childcare facility affected by defective concrete becomes unsafe or unsuitable for occupation 67392 26,2026-09-23,written,142,67392/26,Charles Ward,CHARLES WARD,en,"To ask the Minister for Children, Disability and Equality measures in place to ensure that childcare places are not lost where a childcare facility affected by defective concrete becomes unsafe or unsuitable for occupation.","Children, Disability and Equality",619,621
"143. Deputy Charles Ward asked the Minister for Children, Disability and Equality the funding streams currently available to childcare providers affected by defective concrete, including sustainability funding and capital supports; and the number of providers that have accessed such funding to date. [67395/26]",Children,the minister for children disability and equality the funding streams currently available to childcare providers affected by defective concrete including sustainability funding and capital supports and the number of providers that have accessed such funding to date 67395 26,2026-09-23,written,143,67395/26,Charles Ward,CHARLES WARD,en,"To ask the Minister for Children, Disability and Equality the funding streams currently available to childcare providers affected by defective concrete, including sustainability funding and capital supports; and the number of providers that have accessed such funding to date.","Children, Disability and Equality",623,625
"144. Deputy Emer Currie asked the Minister for Children, Disability and Equality when she expects the new planning regulations in relation to childcare planning to be published, that will update the 2001 planning guidelines under section 28 of the Planning and Development Act, 2000. [67503/26]",Children,the minister for children disability and equality when she expects the new planning regulations childcare planning to be published that will update the 2001 planning guidelines under section 28 of the planning and development act 2000 67503 26,2026-09-23,written,144,67503/26,Emer Currie,EMER CURRIE,en,"To ask the Minister for Children, Disability and Equality when she expects the new planning regulations in relation to childcare planning to be published, that will update the 2001 planning guidelines under section 28 of the Planning and Development Act, 2000.","Children, Disability and Equality",627,629
"145. Deputy Eoin Ó Broin asked the Minister for Children, Disability and Equality for an update on the work of the steering group for the development of a national policy regarding Kinship Care; and if a timeline is available for the completion of the work. [67477/26]",Children,the minister for children disability and equality for an update on the work of the steering group for the development of a national policy regarding kinship care and if a timeline is available for the completion of the work 67477 26,2026-09-23,written,145,67477/26,Eoin Ó Broin,EOIN Ó BROIN,en,"To ask the Minister for Children, Disability and Equality for an update on the work of the steering group for the development of a national policy regarding Kinship Care; and if a timeline is available for the completion of the work.","Children, Disability and Equality",631,633
"146. Deputy David Cullinane asked the Minister for Children, Disability and Equality the waiting lists for and approved staffing complement of Waterford South City Children's Disability Network Team at 31 August 2026; the sanctioned, filled and vacant WTE posts by team, discipline, grade; the number of agency WTEs and agency expenditure; the number of children waiting for each service and waiting-time band; the number assigned and unassigned to a key contact or case manager where recorded; and the average and median time to initial contact and commencement of intervention, in tabular form. [67602/26]",Children,the minister for children disability and equality the waiting lists for and approved staffing complement of waterford south city children s disability network team at 31 august 2026 the sanctioned filled and vacant wte posts by team discipline grade the number of agency wtes and agency expenditure the number of children waiting for each service and waiting-time band the number assigned and unassigned to a key contact or case manager where recorded and the average and median time to initial contact and commencement of intervention in tabular form 67602 26,2026-09-23,written,146,67602/26,David Cullinane,DAVID CULLINANE,en,"To ask the Minister for Children, Disability and Equality the waiting lists for and approved staffing complement of Waterford South City Children's Disability Network Team at 31 August 2026; the sanctioned, filled and vacant WTE posts by team, discipline, grade; the number of agency WTEs and agency expenditure; the number of children waiting for each service and waiting-time band; the number assigned and unassigned to a key contact or case manager where recorded; and the average and median time to initial contact and commencement of intervention, in tabular form.","Children, Disability and Equality",635,637
