question,department,question_clean,date,answer_type,question_number,refNo,deputy,deputy_source,language,raw_question,department_paper,source_question_paragraph,source_pq_paragraph
1. Deputy Pearse Doherty asked the Minister for Foreign Affairs and Trade if a child's passport application (details supplied) applied for in July 2026 will be processed on time for a trave date of 23 September 2026. [67397/26],Foreign,the minister for foreign affairs and trade if a child s passport application details supplied applied for in july 2026 will be processed on time for a trave date of 23 september 2026 67397 26,2026-09-23,written,1,67397/26,Pearse Doherty,PEARSE DOHERTY,en,To ask the Minister for Foreign Affairs and Trade if a child's passport application (details supplied) applied for in July 2026 will be processed on time for a trave date of 23 September 2026.,Foreign Affairs and Trade,16,18
"2. Deputy Michael Cahill asked the Minister for Climate, Energy and the Environment in view of the Government’s commitment to achieving 80% renewable electricity by 2030 and the rapidly increasing contribution of solar energy to Ireland’s electricity generation, if he will provide an update on the development of a national policy framework for solar energy development. [67345/26]",Climate,the minister for climate energy and the environment in view of the government s commitment to achieving 80 renewable electricity by 2030 and the rapidly increasing contribution of solar energy to ireland s electricity generation if he will provide an update on the development of a national policy framework for solar energy development 67345 26,2026-09-23,written,2,67345/26,Michael Cahill,MICHAEL CAHILL,en,"To ask the Minister for Climate, Energy and the Environment in view of the Government’s commitment to achieving 80% renewable electricity by 2030 and the rapidly increasing contribution of solar energy to Ireland’s electricity generation, if he will provide an update on the development of a national policy framework for solar energy development.","Climate, Energy and the Environment",23,25
"3. Deputy Louis O'Hara asked the Minister for Climate, Energy and the Environment whether his Department has considered developing a national support scheme for domestic plug-in battery storage systems as part of Ireland's response to fuel poverty, energy affordability and energy security. [67373/26]",Climate,the minister for climate energy and the environment whether his department has considered developing a national support scheme for domestic plug-in battery storage systems as part of ireland s response to fuel poverty energy affordability and energy security 67373 26,2026-09-23,written,3,67373/26,Louis O'Hara,LOUIS O'HARA,en,"To ask the Minister for Climate, Energy and the Environment whether his Department has considered developing a national support scheme for domestic plug-in battery storage systems as part of Ireland's response to fuel poverty, energy affordability and energy security.","Climate, Energy and the Environment",27,29
"4. Deputy Barry Heneghan asked the Minister for Climate, Energy and the Environment the measures being considered in the upcoming Budget to assist SMEs and local businesses in reducing ongoing energy costs, including through increased supports for energy efficiency, building retrofits, renewable energy and other measures that can deliver long-term reductions in electricity and heating costs. [67381/26]",Climate,the minister for climate energy and the environment the measures being considered in the upcoming budget to assist smes and local businesses in reducing ongoing energy costs including through increased supports for energy efficiency building retrofits renewable energy and other measures that can deliver long-term reductions in electricity and heating costs 67381 26,2026-09-23,written,4,67381/26,Barry Heneghan,BARRY HENEGHAN,en,"To ask the Minister for Climate, Energy and the Environment the measures being considered in the upcoming Budget to assist SMEs and local businesses in reducing ongoing energy costs, including through increased supports for energy efficiency, building retrofits, renewable energy and other measures that can deliver long-term reductions in electricity and heating costs.","Climate, Energy and the Environment",31,33
"5. Deputy Barry Heneghan asked the Minister for Climate, Energy and the Environment if he will consider measures in Budget 2027 to make energy retrofit grants more accessible and affordable for small and local businesses, particularly those for whom the upfront cost of works remains a barrier to undertaking energy-efficiency upgrades. [67380/26]",Climate,the minister for climate energy and the environment if he will consider measures in budget 2027 to make energy retrofit grants more accessible and affordable for small and local businesses particularly those for whom the upfront cost of works remains a barrier to undertaking energy-efficiency upgrades 67380 26,2026-09-23,written,5,67380/26,Barry Heneghan,BARRY HENEGHAN,en,"To ask the Minister for Climate, Energy and the Environment if he will consider measures in Budget 2027 to make energy retrofit grants more accessible and affordable for small and local businesses, particularly those for whom the upfront cost of works remains a barrier to undertaking energy-efficiency upgrades.","Climate, Energy and the Environment",35,37
"6. Deputy Barry Heneghan asked the Minister for Climate, Energy and the Environment in the context of the upcoming Budget, if he intends to increase funding or introduce additional supports for energy-efficiency and retrofit works for SMEs and small businesses. [67379/26]",Climate,the minister for climate energy and the environment in the context of the upcoming budget if he intends to increase funding or introduce additional supports for energy-efficiency and retrofit works for smes and small businesses 67379 26,2026-09-23,written,6,67379/26,Barry Heneghan,BARRY HENEGHAN,en,"To ask the Minister for Climate, Energy and the Environment in the context of the upcoming Budget, if he intends to increase funding or introduce additional supports for energy-efficiency and retrofit works for SMEs and small businesses.","Climate, Energy and the Environment",39,41
"7. Deputy Maurice Quinlivan asked the Minister for Climate, Energy and the Environment to provide details if Ardnacrusha generation station failed to produce electricity in the years 2022 to 2025 and to date in 2026. [67374/26]",Climate,the minister for climate energy and the environment if ardnacrusha generation station failed to produce electricity in the years 2022 to 2025 and to date in 2026 67374 26,2026-09-23,written,7,67374/26,Maurice Quinlivan,MAURICE QUINLIVAN,en,"To ask the Minister for Climate, Energy and the Environment to provide details if Ardnacrusha generation station failed to produce electricity in the years 2022 to 2025 and to date in 2026.","Climate, Energy and the Environment",43,45
"8. Deputy Brian Stanley asked the Minister for Climate, Energy and the Environment to clarify that electricity generated from solar panels on school buildings and which was funded by Government grants will not be exported to the grid free of charge and that schools will continue to get credits for it against their electricity bills. [67528/26]",Climate,the minister for climate energy and the environment to clarify that electricity generated from solar panels on school buildings and which was funded by government grants will not be exported to the grid free of charge and that schools will continue to get credits for it against their electricity bills 67528 26,2026-09-23,written,8,67528/26,Brian Stanley,BRIAN STANLEY,en,"To ask the Minister for Climate, Energy and the Environment to clarify that electricity generated from solar panels on school buildings and which was funded by Government grants will not be exported to the grid free of charge and that schools will continue to get credits for it against their electricity bills.","Climate, Energy and the Environment",47,49
9. Deputy Aidan Farrelly asked the Minister for Defence the annual maintenance costs incurred for the upkeep of the former Government Learjet from 2003 to 2025. [67501/26],Defence,the minister for defence the annual maintenance costs incurred for the upkeep of the former government learjet from 2003 to 2025 67501 26,2026-09-23,written,9,67501/26,Aidan Farrelly,AIDAN FARRELLY,en,To ask the Minister for Defence the annual maintenance costs incurred for the upkeep of the former Government Learjet from 2003 to 2025.,Defence,54,56
10. Deputy Aidan Farrelly asked the Minister for Defence the annual maintenance cost of the Defence Forces new strategic reach aircraft (details supplied); and if she will clarify whether a third party has been engaged to maintain this aircraft. [67500/26],Defence,the minister for defence the annual maintenance cost of the defence forces new strategic reach aircraft details supplied and if she will clarify whether a third party has been engaged to maintain this aircraft 67500 26,2026-09-23,written,10,67500/26,Aidan Farrelly,AIDAN FARRELLY,en,To ask the Minister for Defence the annual maintenance cost of the Defence Forces new strategic reach aircraft (details supplied); and if she will clarify whether a third party has been engaged to maintain this aircraft.,Defence,58,60
"11. Deputy Pa Daly asked the Minister for Transport further to PQ64566/26 of 16 September 2026, to provide the report (details supplied) including timelines for projected delivery and cost; the proportion which are new services and the proportion that are enhancements; the number he expects will actually be delivered given a similar list contained in the submission for budget 2026, in tabular form; if the Government will commit to providing the resources to deliver these 140 new services and enhancements; if there specific projects that will be prioritised; and if he will make a statement on the matter [67281/26]",Transport,the minister for transport further to pq64566 26 of 16 september 2026 to provide the report details supplied including timelines for projected delivery and cost the proportion which are new services and the proportion that are enhancements the number he expects will actually be delivered given a similar list contained in the submission for budget 2026 in tabular form if the government will commit to providing the resources to deliver these 140 new services and enhancements if there specific projects that will be prioritised and 67281 26,2026-09-23,written,11,67281/26,Pa Daly,PA DALY,en,"To ask the Minister for Transport further to PQ64566/26 of 16 September 2026, to provide the report (details supplied) including timelines for projected delivery and cost; the proportion which are new services and the proportion that are enhancements; the number he expects will actually be delivered given a similar list contained in the submission for budget 2026, in tabular form; if the Government will commit to providing the resources to deliver these 140 new services and enhancements; if there specific projects that will be prioritised; and if he will make a statement on the matter",Transport,65,67
"12. Deputy John Lahart asked the Minister for Transport if consideration has been given to the implementation of a temporary road tax for tourist vehicles, as these vehicles are contributing to road surface damage. [67338/26]",Transport,the minister for transport if consideration has been given to the implementation of a temporary road tax for tourist vehicles as these vehicles are contributing to road surface damage 67338 26,2026-09-23,written,12,67338/26,John Lahart,JOHN LAHART,en,"To ask the Minister for Transport if consideration has been given to the implementation of a temporary road tax for tourist vehicles, as these vehicles are contributing to road surface damage.",Transport,69,71
"13. Deputy John Connolly asked the Minister for Transport if he will request the National Transport Authority to clarify when the Galway city bus services 410, 411 and 412 are put out to tender in 2027, it plans to tender the existing routes in their current form or introduce the three new services proposed under the BusConnects Galway Network Redesign; whether these new services are intended to replace the current routes; the timeline envisaged for their introduction; the service frequencies that will be specified as part of the tender process for these routes; and whether an increase in frequency is planned compared to current service levels. [67356/26]",Transport,the minister for transport if he will request the national transport authority to clarify when the galway city bus services 410 411 and 412 are put out to tender in 2027 it plans to tender the existing routes in their current form or introduce the three new services proposed under the busconnects galway network redesign whether these new services are intended to replace the current routes the timeline envisaged for their introduction the service frequencies that will be specified as part of the tender process for these routes and whether an increase in frequency is planned compared to current service levels 67356 26,2026-09-23,written,13,67356/26,John Connolly,JOHN CONNOLLY,en,"To ask the Minister for Transport if he will request the National Transport Authority to clarify when the Galway city bus services 410, 411 and 412 are put out to tender in 2027, it plans to tender the existing routes in their current form or introduce the three new services proposed under the BusConnects Galway Network Redesign; whether these new services are intended to replace the current routes; the timeline envisaged for their introduction; the service frequencies that will be specified as part of the tender process for these routes; and whether an increase in frequency is planned compared to current service levels.",Transport,73,75
14. Deputy Duncan Smith asked the Minister for Transport the way in which his Department plans to address the number of areas in Dublin Fingal East that have seen significant building since the plans for BusConnects were agreed and as such with the roll out of BusConnects will not be properly served. [67232/26],Transport,the minister for transport the way in which his department plans to address the number of areas in dublin fingal east that have seen significant building since the plans for busconnects were agreed and as such with the roll out of busconnects will not be properly served 67232 26,2026-09-23,written,14,67232/26,Duncan Smith,DUNCAN SMITH,en,To ask the Minister for Transport the way in which his Department plans to address the number of areas in Dublin Fingal East that have seen significant building since the plans for BusConnects were agreed and as such with the roll out of BusConnects will not be properly served.,Transport,77,79
15. Deputy Richard Boyd Barrett asked the Minister for Transport to provide a full copy of the research showing the relationship between passenger fares and public transport usage recently discussed at the Transport Committee (details supplied). [67362/26],Transport,the minister for transport to provide a full copy of the research showing the relationship between passenger fares and public transport usage recently discussed at the transport committee details supplied 67362 26,2026-09-23,written,15,67362/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,To ask the Minister for Transport to provide a full copy of the research showing the relationship between passenger fares and public transport usage recently discussed at the Transport Committee (details supplied).,Transport,81,83
16. Deputy Michael Cahill asked the Minister for Transport to urgently review the decision to refuse driver's licence exchange for returning Irish emigrants; and if he will make a statement on the matter. [67498/26],Transport,the minister for transport to urgently review the decision to refuse driver s licence exchange for returning irish emigrants and 67498 26,2026-09-23,written,16,67498/26,Michael Cahill,MICHAEL CAHILL,en,To ask the Minister for Transport to urgently review the decision to refuse driver's licence exchange for returning Irish emigrants; and if he will make a statement on the matter.,Transport,85,87
17. Deputy Micheál Carrigy asked the Minister for Transport for an update on the road transporters support scheme application for a person (details supplied); and the timeframe for payment from the scheme. [67478/26],Transport,the minister for transport for an update on the road transporters support scheme application for a person details supplied and the timeframe for payment from the scheme 67478 26,2026-09-23,written,17,67478/26,Micheál Carrigy,MICHEÁL CARRIGY,en,To ask the Minister for Transport for an update on the road transporters support scheme application for a person (details supplied); and the timeframe for payment from the scheme.,Transport,89,91
18. Deputy William Aird asked the Minister for Transport the total funding provided to TFI Local Link Laois Offaly in each of the years 2023 to 2025 and to date in 2026; the number of routes and passenger journeys supported in each year; the additional funding sought for 2027 to expand services and address unmet demand in County Laois; and whether a review of existing routes and service frequency is planned in consultation with local communities and Laois county council. [67463/26],Transport,the minister for transport the total funding provided to tfi local link laois offaly in each of the years 2023 to 2025 and to date in 2026 the number of routes and passenger journeys supported in each year the additional funding sought for 2027 to expand services and address unmet demand in county laois and whether a review of existing routes and service frequency is planned in consultation with local communities and laois county council 67463 26,2026-09-23,written,18,67463/26,William Aird,WILLIAM AIRD,en,To ask the Minister for Transport the total funding provided to TFI Local Link Laois Offaly in each of the years 2023 to 2025 and to date in 2026; the number of routes and passenger journeys supported in each year; the additional funding sought for 2027 to expand services and address unmet demand in County Laois; and whether a review of existing routes and service frequency is planned in consultation with local communities and Laois county council.,Transport,93,95
"19. Deputy William Aird asked the Minister for Transport if he will provide details of the funding allocated to the Rural Transport Programme and TFI Local Link for 2026; the proposed allocation for 2027; whether additional funding will be provided in Budget 2027 to expand rural public transport services in County Laois, particularly in areas where residents have limited access to public transport for employment, education, healthcare and essential services; and if he will engage with the National Transport Authority to identify gaps in rural transport provision and consider the introduction of additional demand-responsive and evening services. [67462/26]",Transport,the minister for transport if he will provide details of the funding allocated to the rural transport programme and tfi local link for 2026 the proposed allocation for 2027 whether additional funding will be provided in budget 2027 to expand rural public transport services in county laois particularly in areas where residents have limited access to public transport for employment education healthcare and essential services and if he will engage with the national transport authority to identify gaps in rural transport provision and consider the introduction of additional demand-responsive and evening services 67462 26,2026-09-23,written,19,67462/26,William Aird,WILLIAM AIRD,en,"To ask the Minister for Transport if he will provide details of the funding allocated to the Rural Transport Programme and TFI Local Link for 2026; the proposed allocation for 2027; whether additional funding will be provided in Budget 2027 to expand rural public transport services in County Laois, particularly in areas where residents have limited access to public transport for employment, education, healthcare and essential services; and if he will engage with the National Transport Authority to identify gaps in rural transport provision and consider the introduction of additional demand-responsive and evening services.",Transport,97,99
"20. Deputy William Aird asked the Minister for Transport if he will work with the Minister for Education and Youth and Bus Éireann, to identify opportunities to improve public transport provision for schoolchildren in rural communities in County Laois, particularly in areas where school bus routes are oversubscribed. [67461/26]",Transport,the minister for transport if he will work with the minister for education and youth and bus éireann to identify opportunities to improve public transport provision for schoolchildren in rural communities in county laois particularly in areas where school bus routes are oversubscribed 67461 26,2026-09-23,written,20,67461/26,William Aird,WILLIAM AIRD,en,"To ask the Minister for Transport if he will work with the Minister for Education and Youth and Bus Éireann, to identify opportunities to improve public transport provision for schoolchildren in rural communities in County Laois, particularly in areas where school bus routes are oversubscribed.",Transport,101,103
"21. Deputy Emer Currie asked the Minister for Transport further to Parliamentary Question No. 285 of 24 February 2026, the reason the LPSV (Large Public Service Vehicles) Reform Bill has not been accorded priority status for drafting or publication in the Autumn 2026 Legislative Programme; the progress made on the Bill (details supplied); the current status of the policy review and preparation of the Heads of Bill; and the outstanding policy or legislative issues which remain to be resolved; the dates by which he expects the General Scheme to be approved by Government and published, and introduced to the Oireachtas. [67536/26]",Transport,the minister for transport further to parliamentary question no 285 of 24 february 2026 the reason the lpsv large public service vehicles reform bill has not been accorded priority status for drafting or publication in the autumn 2026 legislative programme the progress made on the bill details supplied the current status of the policy review and preparation of the heads of bill and the outstanding policy or legislative issues which remain to be resolved the dates by which he expects the general scheme to be approved by government and published and introduced to the oireachtas 67536 26,2026-09-23,written,21,67536/26,Emer Currie,EMER CURRIE,en,"To ask the Minister for Transport further to Parliamentary Question No. 285 of 24 February 2026, the reason the LPSV (Large Public Service Vehicles) Reform Bill has not been accorded priority status for drafting or publication in the Autumn 2026 Legislative Programme; the progress made on the Bill (details supplied); the current status of the policy review and preparation of the Heads of Bill; and the outstanding policy or legislative issues which remain to be resolved; the dates by which he expects the General Scheme to be approved by Government and published, and introduced to the Oireachtas.",Transport,105,107
"22. Deputy Louis O'Hara asked the Minister for Transport the efforts made by this Department, Iarnród Éireann and the NTA to address overcrowding on trains arriving into and departing Galway Train Station; if they have engaged with rail operators from other jurisdictions with a view to securing additional carriages on a temporary basis to help alleviate this problem; if any other short term solutions have been considered to address ongoing capacity issues; and if he will make a statement on the matter. [67417/26]",Transport,the minister for transport the efforts made by this department iarnród éireann and the nta to address overcrowding on trains arriving into and departing galway train station if they have engaged with rail operators from other jurisdictions with a view to securing additional carriages on a temporary basis to help alleviate this problem if any other short term solutions have been considered to address ongoing capacity issues and 67417 26,2026-09-23,written,22,67417/26,Louis O'Hara,LOUIS O'HARA,en,"To ask the Minister for Transport the efforts made by this Department, Iarnród Éireann and the NTA to address overcrowding on trains arriving into and departing Galway Train Station; if they have engaged with rail operators from other jurisdictions with a view to securing additional carriages on a temporary basis to help alleviate this problem; if any other short term solutions have been considered to address ongoing capacity issues; and if he will make a statement on the matter.",Transport,109,111
23. Deputy Brendan Smith asked the Minister for Transport if his Department will consider introducing additional local link routes in Cavan and Monaghan; and if such additional services will be introduced for the remainder of 2026 and in 2027. [67633/26],Transport,the minister for transport if his department will consider introducing additional local link routes in cavan and monaghan and if such additional services will be introduced for the remainder of 2026 and in 2027 67633 26,2026-09-23,written,23,67633/26,Brendan Smith,BRENDAN SMITH,en,To ask the Minister for Transport if his Department will consider introducing additional local link routes in Cavan and Monaghan; and if such additional services will be introduced for the remainder of 2026 and in 2027.,Transport,113,115
"24. Deputy Johnny Mythen asked the Minister for Transport the reason he can not extend the drivers licence agreement to the United states of America, taking into account the Irish diaspora who hold Irish driving licences, yet the current agreement covers E.U. citizens, and non E.U. jurisdictions, such as Korea, Japan and South Africa; and if he will make a statement on the matter. [67670/26]",Transport,the minister for transport the reason he can not extend the drivers licence agreement to the united states of america taking into account the irish diaspora who hold irish driving licences yet the current agreement covers e u citizens and non e u jurisdictions such as korea japan and south africa and 67670 26,2026-09-23,written,24,67670/26,Johnny Mythen,JOHNNY MYTHEN,en,"To ask the Minister for Transport the reason he can not extend the drivers licence agreement to the United states of America, taking into account the Irish diaspora who hold Irish driving licences, yet the current agreement covers E.U. citizens, and non E.U. jurisdictions, such as Korea, Japan and South Africa; and if he will make a statement on the matter.",Transport,117,119
"25. Deputy John Connolly asked the Minister for Transport the actions taken by Iarnród Éireann in response to complaints regarding overcrowding and passenger safety on the morning Oranmore to Galway rail service since 2024; the number of complaints received concerning overcrowding on the service; whether a passenger capacity and safety assessment has been undertaken for the 8.00 a.m. Oranmore to Galway service; the current passenger capacity and average passenger numbers on that service; the measures being considered to increase capacity in the short term, including the provision of additional carriages (details supplied). [67663/26]",Transport,the minister for transport the actions taken by iarnród éireann in response to complaints regarding overcrowding and passenger safety on the morning oranmore to galway rail service since 2024 the number of complaints received concerning overcrowding on the service whether a passenger capacity and safety assessment has been undertaken for the 8 00 a m oranmore to galway service the current passenger capacity and average passenger numbers on that service the measures being considered to increase capacity in the short term including the provision of additional carriages details supplied 67663 26,2026-09-23,written,25,67663/26,John Connolly,JOHN CONNOLLY,en,"To ask the Minister for Transport the actions taken by Iarnród Éireann in response to complaints regarding overcrowding and passenger safety on the morning Oranmore to Galway rail service since 2024; the number of complaints received concerning overcrowding on the service; whether a passenger capacity and safety assessment has been undertaken for the 8.00 a.m. Oranmore to Galway service; the current passenger capacity and average passenger numbers on that service; the measures being considered to increase capacity in the short term, including the provision of additional carriages (details supplied).",Transport,121,123
"26. Deputy Emer Currie asked the Tánaiste and Minister for Finance further to the ongoing work of the Technical Committee on Motor Vehicles concerning false and non-compliant vehicle registration plates, whether the regulatory framework used in Spain or comparable EU jurisdictions, including approved supplier registration, supplier identification, transaction traceability and minimum manufacturing standards, has been examined as part of its consideration of international best practice; and if he will make a statement on the matter. [67507/26]",Finance,and minister for finance further to the ongoing work of the technical committee on motor vehicles concerning false and non-compliant vehicle registration plates whether the regulatory framework used in spain or comparable eu jurisdictions including approved supplier registration supplier identification transaction traceability and minimum manufacturing standards has been examined as part of its consideration of international best practice and 67507 26,2026-09-23,written,26,67507/26,Emer Currie,EMER CURRIE,en,"To ask the Tánaiste and Minister for Finance further to the ongoing work of the Technical Committee on Motor Vehicles concerning false and non-compliant vehicle registration plates, whether the regulatory framework used in Spain or comparable EU jurisdictions, including approved supplier registration, supplier identification, transaction traceability and minimum manufacturing standards, has been examined as part of its consideration of international best practice; and if he will make a statement on the matter.",Finance,128,130
"27. Deputy Emer Currie asked the Tánaiste and Minister for Finance whether consideration is being given to requiring suppliers of vehicle registration plates to maintain standardised electronic records of plates supplied, including the vehicle registration number, date of supply, number of plates supplied and appropriate details verifying the purchaser's entitlement to obtain the plate; whether such records could be made available to An Garda Síochána for enforcement purposes; and if he will make a statement on the matter. [67506/26]",Finance,and minister for finance whether consideration is being given to requiring suppliers of vehicle registration plates to maintain standardised electronic records of plates supplied including the vehicle registration number date of supply number of plates supplied and appropriate details verifying the purchaser s entitlement to obtain the plate whether such records could be made available to an garda síochána for enforcement purposes and 67506 26,2026-09-23,written,27,67506/26,Emer Currie,EMER CURRIE,en,"To ask the Tánaiste and Minister for Finance whether consideration is being given to requiring suppliers of vehicle registration plates to maintain standardised electronic records of plates supplied, including the vehicle registration number, date of supply, number of plates supplied and appropriate details verifying the purchaser's entitlement to obtain the plate; whether such records could be made available to An Garda Síochána for enforcement purposes; and if he will make a statement on the matter.",Finance,132,134
"28. Deputy Emer Currie asked the Tánaiste and Minister for Finance whether, as part of the ongoing interdepartmental examination of vehicle registration plate regulation, consideration is being given to requiring each approved registration plate supplier to have a unique supplier identification number permanently displayed or otherwise incorporated on every road-use registration plate produced by that supplier, thereby allowing the origin of a plate to be traced; and if he will make a statement on the matter. [67504/26]",Finance,and minister for finance whether as part of the ongoing interdepartmental examination of vehicle registration plate regulation consideration is being given to requiring each approved registration plate supplier to have a unique supplier identification number permanently displayed or otherwise incorporated on every road-use registration plate produced by that supplier thereby allowing the origin of a plate to be traced and 67504 26,2026-09-23,written,28,67504/26,Emer Currie,EMER CURRIE,en,"To ask the Tánaiste and Minister for Finance whether, as part of the ongoing interdepartmental examination of vehicle registration plate regulation, consideration is being given to requiring each approved registration plate supplier to have a unique supplier identification number permanently displayed or otherwise incorporated on every road-use registration plate produced by that supplier, thereby allowing the origin of a plate to be traced; and if he will make a statement on the matter.",Finance,136,138
"29. Deputy Emer Currie asked the Tánaiste and Minister for Finance further to Parliamentary Question No. 486 of 17 February 2026, and the ongoing interdepartmental examination of measures to improve compliance with vehicle registration plate requirements, whether consideration is being given to the establishment of a statutory register of approved vehicle registration plate manufacturers and suppliers; whether the work is considering requiring suppliers to verify the identity of purchasers and their connection to the vehicle registration concerned; and if he will make a statement on the matter. [67502/26]",Finance,and minister for finance further to parliamentary question no 486 of 17 february 2026 and the ongoing interdepartmental examination of measures to improve compliance with vehicle registration plate requirements whether consideration is being given to the establishment of a statutory register of approved vehicle registration plate manufacturers and suppliers whether the work is considering requiring suppliers to verify the identity of purchasers and their connection to the vehicle registration concerned and 67502 26,2026-09-23,written,29,67502/26,Emer Currie,EMER CURRIE,en,"To ask the Tánaiste and Minister for Finance further to Parliamentary Question No. 486 of 17 February 2026, and the ongoing interdepartmental examination of measures to improve compliance with vehicle registration plate requirements, whether consideration is being given to the establishment of a statutory register of approved vehicle registration plate manufacturers and suppliers; whether the work is considering requiring suppliers to verify the identity of purchasers and their connection to the vehicle registration concerned; and if he will make a statement on the matter.",Finance,140,142
"30. Deputy Emer Currie asked the Tánaiste and Minister for Finance if his Department is tracking international developments in terms of support for tokenisation, such as the latest announcement by the UK Financial Conduct Authority and Bank of England of its plans for a joint tokenization roadmap; and to set out the way in which the Government will ensure that Ireland does not fall behind other European jurisdictions. [67540/26]",Finance,and minister for finance if his department is tracking international developments in terms of support for tokenisation such as the latest announcement by the uk financial conduct authority and bank of england of its plans for a joint tokenization roadmap and to set out the way in which the government will ensure that ireland does not fall behind other european jurisdictions 67540 26,2026-09-23,written,30,67540/26,Emer Currie,EMER CURRIE,en,"To ask the Tánaiste and Minister for Finance if his Department is tracking international developments in terms of support for tokenisation, such as the latest announcement by the UK Financial Conduct Authority and Bank of England of its plans for a joint tokenization roadmap; and to set out the way in which the Government will ensure that Ireland does not fall behind other European jurisdictions.",Finance,144,146
31. Deputy Emer Currie asked the Tánaiste and Minister for Finance the reason the Autumn Legislative Programme does not list the planned legislation to support the tokenisation of the fund sector as committed to in the new Ireland for Finance strategy; and to outline when this legislation is expected. [67538/26],Finance,and minister for finance the reason the autumn legislative programme does not list the planned legislation to support the tokenisation of the fund sector as committed to in the new ireland for finance strategy and when this legislation is expected 67538 26,2026-09-23,written,31,67538/26,Emer Currie,EMER CURRIE,en,To ask the Tánaiste and Minister for Finance the reason the Autumn Legislative Programme does not list the planned legislation to support the tokenisation of the fund sector as committed to in the new Ireland for Finance strategy; and to outline when this legislation is expected.,Finance,148,150
"32. Deputy William Aird asked the Tánaiste and Minister for Finance the actions being taken to improve competition in the retail banking sector following recent market consolidation; and the measures being considered to strengthen consumer protections in relation to fees, mortgage switching and digital only banking. [67447/26]",Finance,and minister for finance the actions being taken to improve competition in the retail banking sector following recent market consolidation and the measures being considered to strengthen consumer protections fees mortgage switching and digital only banking 67447 26,2026-09-23,written,32,67447/26,William Aird,WILLIAM AIRD,en,"To ask the Tánaiste and Minister for Finance the actions being taken to improve competition in the retail banking sector following recent market consolidation; and the measures being considered to strengthen consumer protections in relation to fees, mortgage switching and digital only banking.",Finance,152,154
"33. Deputy William Aird asked the Tánaiste and Minister for Finance if he will assess the potential impact of a reduction in the VAT rate on wood fuels on domestic producers and suppliers, including businesses operating in County Laois; and if he will consider the benefits such a measure could provide for household heating costs, rural employment and the development of Ireland's domestic biomass supply chain. [67446/26]",Finance,and minister for finance if he will assess the potential impact of a reduction in the vat rate on wood fuels on domestic producers and suppliers including businesses operating in county laois and if he will consider the benefits such a measure could provide for household heating costs rural employment and the development of ireland s domestic biomass supply chain 67446 26,2026-09-23,written,33,67446/26,William Aird,WILLIAM AIRD,en,"To ask the Tánaiste and Minister for Finance if he will assess the potential impact of a reduction in the VAT rate on wood fuels on domestic producers and suppliers, including businesses operating in County Laois; and if he will consider the benefits such a measure could provide for household heating costs, rural employment and the development of Ireland's domestic biomass supply chain.",Finance,156,158
"34. Deputy William Aird asked the Tánaiste and Minister for Finance if he will review the current 23% VAT rate applying to wood-fuel heating appliances, including qualifying wood-burning stoves and biomass boilers; and if he will examine the potential for applying the 9% second reduced VAT rate to the supply and installation of qualifying wood-fuel heating systems, in line with the existing treatment of low-emission heat pump heating systems. [67445/26]",Finance,and minister for finance if he will review the current 23 vat rate applying to wood-fuel heating appliances including qualifying wood-burning stoves and biomass boilers and if he will examine the potential for applying the 9 second reduced vat rate to the supply and installation of qualifying wood-fuel heating systems in line with the existing treatment of low-emission heat pump heating systems 67445 26,2026-09-23,written,34,67445/26,William Aird,WILLIAM AIRD,en,"To ask the Tánaiste and Minister for Finance if he will review the current 23% VAT rate applying to wood-fuel heating appliances, including qualifying wood-burning stoves and biomass boilers; and if he will examine the potential for applying the 9% second reduced VAT rate to the supply and installation of qualifying wood-fuel heating systems, in line with the existing treatment of low-emission heat pump heating systems.",Finance,160,162
"35. Deputy William Aird asked the Tánaiste and Minister for Finance if his Department has assessed the impact on household heating costs of the current 13.5% VAT rate applying to wood fuels, including pellets and firewood; and if he will examine whether a reduction to the 9% rate would assist households using biomass heating while also supporting the domestic wood-fuel supply chain. [67444/26]",Finance,and minister for finance if his department has assessed the impact on household heating costs of the current 13 5 vat rate applying to wood fuels including pellets and firewood and if he will examine whether a reduction to the 9 rate would assist households using biomass heating while also supporting the domestic wood-fuel supply chain 67444 26,2026-09-23,written,35,67444/26,William Aird,WILLIAM AIRD,en,"To ask the Tánaiste and Minister for Finance if his Department has assessed the impact on household heating costs of the current 13.5% VAT rate applying to wood fuels, including pellets and firewood; and if he will examine whether a reduction to the 9% rate would assist households using biomass heating while also supporting the domestic wood-fuel supply chain.",Finance,164,166
"36. Deputy William Aird asked the Tánaiste and Minister for Finance if he will consider reducing the rate of VAT applicable to wood fuels, including wood pellets, firewood and woodchip, from 13.5% to 9% and if he will examine the potential for aligning the VAT treatment of wood fuels with other domestic heating energy sources. [67443/26]",Finance,and minister for finance if he will consider reducing the rate of vat applicable to wood fuels including wood pellets firewood and woodchip from 13 5 to 9 and if he will examine the potential for aligning the vat treatment of wood fuels with other domestic heating energy sources 67443 26,2026-09-23,written,36,67443/26,William Aird,WILLIAM AIRD,en,"To ask the Tánaiste and Minister for Finance if he will consider reducing the rate of VAT applicable to wood fuels, including wood pellets, firewood and woodchip, from 13.5% to 9% and if he will examine the potential for aligning the VAT treatment of wood fuels with other domestic heating energy sources.",Finance,168,170
