question,department,question_clean,date,answer_type,question_number,refNo,deputy,deputy_source,language,raw_question,department_paper,source_question_paragraph,source_pq_paragraph
265. Deputy Barry Ward asked the Tánaiste and Minister for Finance his views on whether the help to buy scheme reflects the principal of a fresh start as set out by the Central Bank (details supplied); and if this is under review within his Department. [67721/26],Finance,and minister for finance his views on whether the help to buy scheme reflects the principal of a fresh start as set out by the central bank details supplied and if this is under review within his department 67721 26,2026-09-24,written,265,67721/26,Barry Ward,BARRY WARD,en,To ask the Tánaiste and Minister for Finance his views on whether the help to buy scheme reflects the principal of a fresh start as set out by the Central Bank (details supplied); and if this is under review within his Department.,Finance,1111,1113
266. Deputy Seán Kyne asked the Tánaiste and Minister for Finance the engagement he has had with Insurance Ireland regarding a suggested €24 levy on insured households to be placed into an insurance fund; his views that such a proposal has merit or is an unfair charge on houselholds given the increased risk of flooding due to climate change and the likely impact of this on flood insurance cover and premiums [67831/26],Finance,and minister for finance the engagement he has had with insurance ireland regarding a suggested 24 levy on insured households to be placed into an insurance fund his views that such a proposal has merit or is an unfair charge on houselholds given the increased risk of flooding due to climate change and the likely impact of this on flood insurance cover and premiums 67831 26,2026-09-24,written,266,67831/26,Seán Kyne,SEÁN KYNE,en,To ask the Tánaiste and Minister for Finance the engagement he has had with Insurance Ireland regarding a suggested €24 levy on insured households to be placed into an insurance fund; his views that such a proposal has merit or is an unfair charge on houselholds given the increased risk of flooding due to climate change and the likely impact of this on flood insurance cover and premiums,Finance,1115,1117
267. Deputy Ged Nash asked the Tánaiste and Minister for Finance the number of individual tax units that have benefitted from the childcare services relief scheme in each year since its introduction; and the annual cost for each of these years. [67904/26],Finance,and minister for finance the number of individual tax units that have benefitted from the childcare services relief scheme in each year since its introduction and the annual cost for each of these years 67904 26,2026-09-24,written,267,67904/26,Ged Nash,GED NASH,en,To ask the Tánaiste and Minister for Finance the number of individual tax units that have benefitted from the childcare services relief scheme in each year since its introduction; and the annual cost for each of these years.,Finance,1119,1121
268. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the action being taken to protect mortgage holders whose loans have been sold to non-bank entities and who are being charged interest rates in excess of 6%; if any assessment has been made of the link between these rates and the rise in early arrears; and if he will make a statement on the matter. [67903/26],Finance,and minister for finance the action being taken to protect mortgage holders whose loans have been sold to non-bank entities and who are being charged interest rates in excess of 6 if any assessment has been made of the link between these rates and the rise in early arrears and 67903 26,2026-09-24,written,268,67903/26,Ken O'Flynn,KEN O'FLYNN,en,To ask the Tánaiste and Minister for Finance the action being taken to protect mortgage holders whose loans have been sold to non-bank entities and who are being charged interest rates in excess of 6%; if any assessment has been made of the link between these rates and the rise in early arrears; and if he will make a statement on the matter.,Finance,1123,1125
269. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the number of principal dwelling home mortgage accounts in arrears that are held by credit servicing firms and other non-bank entities; the average interest rate applied to these accounts compared with accounts held by retail banks; and if he will make a statement on the matter. [67902/26],Finance,and minister for finance the number of principal dwelling home mortgage accounts in arrears that are held by credit servicing firms and other non-bank entities the average interest rate applied to these accounts compared with accounts held by retail banks and 67902 26,2026-09-24,written,269,67902/26,Ken O'Flynn,KEN O'FLYNN,en,To ask the Tánaiste and Minister for Finance the number of principal dwelling home mortgage accounts in arrears that are held by credit servicing firms and other non-bank entities; the average interest rate applied to these accounts compared with accounts held by retail banks; and if he will make a statement on the matter.,Finance,1127,1129
270. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the number of principal dwelling home mortgage accounts that entered early arrears (under 90-days) in each of the last four quarters; the number of these classified as first-time arrears cases; and if he will make a statement on the matter. [67901/26],Finance,and minister for finance the number of principal dwelling home mortgage accounts that entered early arrears under 90-days in each of the last four quarters the number of these classified as first-time arrears cases and 67901 26,2026-09-24,written,270,67901/26,Ken O'Flynn,KEN O'FLYNN,en,To ask the Tánaiste and Minister for Finance the number of principal dwelling home mortgage accounts that entered early arrears (under 90-days) in each of the last four quarters; the number of these classified as first-time arrears cases; and if he will make a statement on the matter.,Finance,1131,1133
"271. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance if the Revenue Commissioners, including through the Criminal Assets Bureau, have identified organised criminal involvement in the importation, distribution or retail of illicit e-liquid and vaping products in the State; and the number of related referrals or actions in 2025 and 2026. [67929/26]",Finance,and minister for finance if the revenue commissioners including through the criminal assets bureau have identified organised criminal involvement in the importation distribution or retail of illicit e-liquid and vaping products in the state and the number of related referrals or actions in 2025 and 2026 67929 26,2026-09-24,written,271,67929/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance if the Revenue Commissioners, including through the Criminal Assets Bureau, have identified organised criminal involvement in the importation, distribution or retail of illicit e-liquid and vaping products in the State; and the number of related referrals or actions in 2025 and 2026.",Finance,1135,1137
"272. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the number of compliance interventions, audits or inspections carried out by the Revenue Commissioners in respect of the retail vaping sector since 1 November 2025; and if he is satisfied that enforcement activity is directed at unlicensed and non-compliant sellers rather than concentrated on registered, tax-compliant retailers. [67928/26]",Finance,and minister for finance the number of compliance interventions audits or inspections carried out by the revenue commissioners in respect of the retail vaping sector since 1 november 2025 and if he is satisfied that enforcement activity is directed at unlicensed and non-compliant sellers rather than concentrated on registered tax-compliant retailers 67928 26,2026-09-24,written,272,67928/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance the number of compliance interventions, audits or inspections carried out by the Revenue Commissioners in respect of the retail vaping sector since 1 November 2025; and if he is satisfied that enforcement activity is directed at unlicensed and non-compliant sellers rather than concentrated on registered, tax-compliant retailers.",Finance,1139,1141
273. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance if the Revenue Commissioners have identified the practice of applying Irish-market labelling to e-liquid products sourced abroad on which no E-liquid Products Tax has been accounted for; and the enforcement action taken in respect of that practice. [67927/26],Finance,and minister for finance if the revenue commissioners have identified the practice of applying irish-market labelling to e-liquid products sourced abroad on which no e-liquid products tax has been accounted for and the enforcement action taken in respect of that practice 67927 26,2026-09-24,written,273,67927/26,Ken O'Flynn,KEN O'FLYNN,en,To ask the Tánaiste and Minister for Finance if the Revenue Commissioners have identified the practice of applying Irish-market labelling to e-liquid products sourced abroad on which no E-liquid Products Tax has been accounted for; and the enforcement action taken in respect of that practice.,Finance,1143,1145
"274. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance if the Revenue Commissioners are undertaking joint or coordinated enforcement action with the Health Service Executive and An Garda Síochána in respect of unlicensed retailers selling non-compliant e-liquid and vaping products, including products containing HHC or other unauthorised substances; and if he will make a statement on the matter. [67931/26]",Finance,and minister for finance if the revenue commissioners are undertaking joint or coordinated enforcement action with the health service executive and an garda síochána in respect of unlicensed retailers selling non-compliant e-liquid and vaping products including products containing hhc or other unauthorised substances and 67931 26,2026-09-24,written,274,67931/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance if the Revenue Commissioners are undertaking joint or coordinated enforcement action with the Health Service Executive and An Garda Síochána in respect of unlicensed retailers selling non-compliant e-liquid and vaping products, including products containing HHC or other unauthorised substances; and if he will make a statement on the matter.",Finance,1147,1149
"275. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the measures the Revenue Commissioners have in place to detect and prevent the importation from Northern Ireland of e-liquid products on which the E-liquid Products Tax has not been accounted for; the number of such detections in 2026; and if consideration has been given to the enforcement implications for the State of the United Kingdom's Vaping Products Duty and Vaping Duty Stamps Scheme, which commence on 1 October 2026. [67925/26]",Finance,and minister for finance the measures the revenue commissioners have in place to detect and prevent the importation from northern ireland of e-liquid products on which the e-liquid products tax has not been accounted for the number of such detections in 2026 and if consideration has been given to the enforcement implications for the state of the united kingdom s vaping products duty and vaping duty stamps scheme which commence on 1 october 2026 67925 26,2026-09-24,written,275,67925/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance the measures the Revenue Commissioners have in place to detect and prevent the importation from Northern Ireland of e-liquid products on which the E-liquid Products Tax has not been accounted for; the number of such detections in 2026; and if consideration has been given to the enforcement implications for the State of the United Kingdom's Vaping Products Duty and Vaping Duty Stamps Scheme, which commence on 1 October 2026.",Finance,1151,1153
"276. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the number of seizures of illicit, non-compliant or drug-laced e-liquid or vaping products made by the Revenue Commissioners in each of the years 2024 and 2025 and to date in 2026; the estimated volume in millilitres and value of product seized in each period; and the number of such cases referred for prosecution. [67922/26]",Finance,and minister for finance the number of seizures of illicit non-compliant or drug-laced e-liquid or vaping products made by the revenue commissioners in each of the years 2024 and 2025 and to date in 2026 the estimated volume in millilitres and value of product seized in each period and the number of such cases referred for prosecution 67922 26,2026-09-24,written,276,67922/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance the number of seizures of illicit, non-compliant or drug-laced e-liquid or vaping products made by the Revenue Commissioners in each of the years 2024 and 2025 and to date in 2026; the estimated volume in millilitres and value of product seized in each period; and the number of such cases referred for prosecution.",Finance,1155,1157
277. Deputy Brendan Smith asked the Tánaiste and Minister for Finance his views on widely expressed concerns of long term holders of prize bonds in relation to the inadequate current variable rate of interest and also taking into account that the holders of such bonds have invested long term in such State schemes with benefits to this State [67724/26],Finance,and minister for finance his views on widely expressed concerns of long term holders of prize bonds the inadequate current variable rate of interest and also taking into account that the holders of such bonds have invested long term in such state schemes with benefits to this state 67724 26,2026-09-24,written,277,67724/26,Brendan Smith,BRENDAN SMITH,en,To ask the Tánaiste and Minister for Finance his views on widely expressed concerns of long term holders of prize bonds in relation to the inadequate current variable rate of interest and also taking into account that the holders of such bonds have invested long term in such State schemes with benefits to this State,Finance,1159,1161
"278. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the four scheduled stages by which the temporary excise reductions on petrol and diesel are to be restored from 1 November 2026 to the end of February 2027, including the effective date and the cent per litre increase at each stage for both petrol and diesel; the current cent per litre value of the temporary reduction remaining in place for each fuel, in tabular form; and if he will make a statement on the matter. [67943/26]",Finance,and minister for finance the four scheduled stages by which the temporary excise reductions on petrol and diesel are to be restored from 1 november 2026 to the end of february 2027 including the effective date and the cent per litre increase at each stage for both petrol and diesel the current cent per litre value of the temporary reduction remaining in place for each fuel in tabular form and 67943 26,2026-09-24,written,278,67943/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance the four scheduled stages by which the temporary excise reductions on petrol and diesel are to be restored from 1 November 2026 to the end of February 2027, including the effective date and the cent per litre increase at each stage for both petrol and diesel; the current cent per litre value of the temporary reduction remaining in place for each fuel, in tabular form; and if he will make a statement on the matter.",Finance,1163,1165
"279. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance if, in advance of any change to the rate of the E-liquid Products Tax in Budget 2027, his Department has assessed the effect of a rate increase on the size of the illicit and cross-border market, having regard to the differential with the rate applying in Northern Ireland; and if he will make a statement on the matter. [67930/26]",Finance,and minister for finance if in advance of any change to the rate of the e-liquid products tax in budget 2027 his department has assessed the effect of a rate increase on the size of the illicit and cross-border market having regard to the differential with the rate applying in northern ireland and 67930 26,2026-09-24,written,279,67930/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance if, in advance of any change to the rate of the E-liquid Products Tax in Budget 2027, his Department has assessed the effect of a rate increase on the size of the illicit and cross-border market, having regard to the differential with the rate applying in Northern Ireland; and if he will make a statement on the matter.",Finance,1167,1169
280. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the projected full year yield of the carbon tax increase to €78.50 per tonne scheduled for 2027; the estimated cost to the Exchequer of deferring that increase for a further year; the estimated per litre effect on petrol and on diesel of that increase; and if he will make a statement on the matter. [67949/26],Finance,and minister for finance the projected full year yield of the carbon tax increase to 78 50 per tonne scheduled for 2027 the estimated cost to the exchequer of deferring that increase for a further year the estimated per litre effect on petrol and on diesel of that increase and 67949 26,2026-09-24,written,280,67949/26,Ken O'Flynn,KEN O'FLYNN,en,To ask the Tánaiste and Minister for Finance the projected full year yield of the carbon tax increase to €78.50 per tonne scheduled for 2027; the estimated cost to the Exchequer of deferring that increase for a further year; the estimated per litre effect on petrol and on diesel of that increase; and if he will make a statement on the matter.,Finance,1171,1173
"281. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the current status of the carbon tax increase on home heating fuels that was deferred from 1 May 2026 to 14 October 2026; the average effect of that increase on a 1,000 litre fill of home heating oil; whether a further deferral is under consideration in the context of Budget 2027; and if he will make a statement on the matter. [67954/26]",Finance,and minister for finance the current status of the carbon tax increase on home heating fuels that was deferred from 1 may 2026 to 14 october 2026 the average effect of that increase on a 1 000 litre fill of home heating oil whether a further deferral is under consideration in the context of budget 2027 and 67954 26,2026-09-24,written,281,67954/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance the current status of the carbon tax increase on home heating fuels that was deferred from 1 May 2026 to 14 October 2026; the average effect of that increase on a 1,000 litre fill of home heating oil; whether a further deferral is under consideration in the context of Budget 2027; and if he will make a statement on the matter.",Finance,1175,1177
282. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the estimated additional VAT accruing to the Exchequer for each 10 cent increase in the average retail price of a litre of petrol and diesel; the total VAT collected on petrol and diesel in each of the years 2023 to 2025 and to date in 2026; and if he will make a statement on the matter. [67946/26],Finance,and minister for finance the estimated additional vat accruing to the exchequer for each 10 cent increase in the average retail price of a litre of petrol and diesel the total vat collected on petrol and diesel in each of the years 2023 to 2025 and to date in 2026 and 67946 26,2026-09-24,written,282,67946/26,Ken O'Flynn,KEN O'FLYNN,en,To ask the Tánaiste and Minister for Finance the estimated additional VAT accruing to the Exchequer for each 10 cent increase in the average retail price of a litre of petrol and diesel; the total VAT collected on petrol and diesel in each of the years 2023 to 2025 and to date in 2026; and if he will make a statement on the matter.,Finance,1179,1181
"283. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the rate of VAT currently applying to home heating oil (kerosene); the estimated full year cost of reducing that rate from 13.5 per cent to 9 per cent, in line with the temporary rate applied to domestic gas and electricity; whether any such reduction is under consideration; and if he will make a statement on the matter. [67952/26]",Finance,and minister for finance the rate of vat currently applying to home heating oil kerosene the estimated full year cost of reducing that rate from 13 5 per cent to 9 per cent in line with the temporary rate applied to domestic gas and electricity whether any such reduction is under consideration and 67952 26,2026-09-24,written,283,67952/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance the rate of VAT currently applying to home heating oil (kerosene); the estimated full year cost of reducing that rate from 13.5 per cent to 9 per cent, in line with the temporary rate applied to domestic gas and electricity; whether any such reduction is under consideration; and if he will make a statement on the matter.",Finance,1183,1185
"284. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance if his Department received or considered any independent analysis, including analysis prepared by an organisation (details supplied), on the likely effect of the E-liquid Products Tax on the illicit market and on tax leakage prior to commencement; and if his Department will publish any such assessment held. [67919/26]",Finance,and minister for finance if his department received or considered any independent analysis including analysis prepared by an organisation details supplied on the likely effect of the e-liquid products tax on the illicit market and on tax leakage prior to commencement and if his department will publish any such assessment held 67919 26,2026-09-24,written,284,67919/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance if his Department received or considered any independent analysis, including analysis prepared by an organisation (details supplied), on the likely effect of the E-liquid Products Tax on the illicit market and on tax leakage prior to commencement; and if his Department will publish any such assessment held.",Finance,1187,1189
"285. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance if, prior to the introduction of the E-liquid Products Tax, his Department or the Revenue Commissioners assessed a tax-stamp and track-and-trace model as an alternative to the self-declaration first-supply model; the projected tax leakage under each option considered; and the reasons a self-declaration model was chosen. [67917/26]",Finance,and minister for finance if prior to the introduction of the e-liquid products tax his department or the revenue commissioners assessed a tax-stamp and track-and-trace model as an alternative to the self-declaration first-supply model the projected tax leakage under each option considered and the reasons a self-declaration model was chosen 67917 26,2026-09-24,written,285,67917/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance if, prior to the introduction of the E-liquid Products Tax, his Department or the Revenue Commissioners assessed a tax-stamp and track-and-trace model as an alternative to the self-declaration first-supply model; the projected tax leakage under each option considered; and the reasons a self-declaration model was chosen.",Finance,1191,1193
"286. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance his Department's estimate of the volume and value of e-liquid products consumed in the State that fall outside the E-liquid Products Tax, that is, the illicit and untaxed share of the market; the basis and date of that estimate; and if he will make a statement on the matter. [67915/26]",Finance,and minister for finance his department s estimate of the volume and value of e-liquid products consumed in the state that fall outside the e-liquid products tax that is the illicit and untaxed share of the market the basis and date of that estimate and 67915 26,2026-09-24,written,286,67915/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance his Department's estimate of the volume and value of e-liquid products consumed in the State that fall outside the E-liquid Products Tax, that is, the illicit and untaxed share of the market; the basis and date of that estimate; and if he will make a statement on the matter.",Finance,1195,1197
287. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the total revenue collected from the E-liquid Products Tax since its commencement on 1 November 2025 to the latest available date; the number of suppliers registered with the Revenue Commissioners under the first-supply model; and the way the yield to date compares with the yield projected by the Department when the measure was designed. [67913/26],Finance,and minister for finance the total revenue collected from the e-liquid products tax since its commencement on 1 november 2025 to the latest available date the number of suppliers registered with the revenue commissioners under the first-supply model and the way the yield to date compares with the yield projected by the department when the measure was designed 67913 26,2026-09-24,written,287,67913/26,Ken O'Flynn,KEN O'FLYNN,en,To ask the Tánaiste and Minister for Finance the total revenue collected from the E-liquid Products Tax since its commencement on 1 November 2025 to the latest available date; the number of suppliers registered with the Revenue Commissioners under the first-supply model; and the way the yield to date compares with the yield projected by the Department when the measure was designed.,Finance,1199,1201
288. Deputy Ged Nash asked the Tánaiste and Minister for Finance if he is considering introducing a tax equivalent to Luxembourg's long established 'taxe d'abonnement' in relation to funds domiciled in Ireland; and the amount that would be raised on an annual basis if the Luxembourg system was adopted by Ireland (details supplied). [67880/26],Finance,and minister for finance if he is considering introducing a tax equivalent to luxembourg s long established taxe d abonnement funds domiciled in ireland and the amount that would be raised on an annual basis if the luxembourg system was adopted by ireland details supplied 67880 26,2026-09-24,written,288,67880/26,Ged Nash,GED NASH,en,To ask the Tánaiste and Minister for Finance if he is considering introducing a tax equivalent to Luxembourg's long established 'taxe d'abonnement' in relation to funds domiciled in Ireland; and the amount that would be raised on an annual basis if the Luxembourg system was adopted by Ireland (details supplied).,Finance,1203,1205
"289. Deputy Ged Nash asked the Tánaiste and Minister for Finance the projected cost of reducing the VAT rate on home heating oil to 9%, from the current 13.5% rate for 2027; and the additional projected cost of introducing it from 6 October 2026. [67877/26]",Finance,and minister for finance the projected cost of reducing the vat rate on home heating oil to 9 from the current 13 5 rate for 2027 and the additional projected cost of introducing it from 6 october 2026 67877 26,2026-09-24,written,289,67877/26,Ged Nash,GED NASH,en,"To ask the Tánaiste and Minister for Finance the projected cost of reducing the VAT rate on home heating oil to 9%, from the current 13.5% rate for 2027; and the additional projected cost of introducing it from 6 October 2026.",Finance,1207,1209
290. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance if counterfeit toys seized by customs are assessed for child-safety and CE compliance and referred for destruction where a serious risk is identified; and the number so referred in 2025 and to date in 2026. [67975/26],Finance,and minister for finance if counterfeit toys seized by customs are assessed for child-safety and ce compliance and referred for destruction where a serious risk is identified and the number so referred in 2025 and to date in 2026 67975 26,2026-09-24,written,290,67975/26,Ken O'Flynn,KEN O'FLYNN,en,To ask the Tánaiste and Minister for Finance if counterfeit toys seized by customs are assessed for child-safety and CE compliance and referred for destruction where a serious risk is identified; and the number so referred in 2025 and to date in 2026.,Finance,1211,1213
291. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance if the Revenue Commissioners undertake joint or coordinated operations with An Garda Síochána and the Competition and Consumer Protection Commission targeting retail premises selling counterfeit goods; and if he will make a statement on the matter. [67974/26],Finance,and minister for finance if the revenue commissioners undertake joint or coordinated operations with an garda síochána and the competition and consumer protection commission targeting retail premises selling counterfeit goods and 67974 26,2026-09-24,written,291,67974/26,Ken O'Flynn,KEN O'FLYNN,en,To ask the Tánaiste and Minister for Finance if the Revenue Commissioners undertake joint or coordinated operations with An Garda Síochána and the Competition and Consumer Protection Commission targeting retail premises selling counterfeit goods; and if he will make a statement on the matter.,Finance,1215,1217
292. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the number of counterfeit or unsafe product detections referred by the Revenue Commissioners to the Competition and Consumer Protection Commission in each of the years 2024 and 2025 and to date in 2026. [67973/26],Finance,and minister for finance the number of counterfeit or unsafe product detections referred by the revenue commissioners to the competition and consumer protection commission in each of the years 2024 and 2025 and to date in 2026 67973 26,2026-09-24,written,292,67973/26,Ken O'Flynn,KEN O'FLYNN,en,To ask the Tánaiste and Minister for Finance the number of counterfeit or unsafe product detections referred by the Revenue Commissioners to the Competition and Consumer Protection Commission in each of the years 2024 and 2025 and to date in 2026.,Finance,1219,1221
"293. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the resources, including staffing, allocated to customs enforcement against counterfeit goods at ports, mail centres and other points of importation; and if he is satisfied that this resourcing is adequate. [67972/26]",Finance,and minister for finance the resources including staffing allocated to customs enforcement against counterfeit goods at ports mail centres and other points of importation and if he is satisfied that this resourcing is adequate 67972 26,2026-09-24,written,293,67972/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance the resources, including staffing, allocated to customs enforcement against counterfeit goods at ports, mail centres and other points of importation; and if he is satisfied that this resourcing is adequate.",Finance,1223,1225
"294. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance if the Revenue Commissioners have identified counterfeit goods, including counterfeit toys and electronic accessories, being imported through or from Northern Ireland and sold in retail premises alongside untaxed or non-compliant e-liquid products; and the enforcement action taken. [67971/26]",Finance,and minister for finance if the revenue commissioners have identified counterfeit goods including counterfeit toys and electronic accessories being imported through or from northern ireland and sold in retail premises alongside untaxed or non-compliant e-liquid products and the enforcement action taken 67971 26,2026-09-24,written,294,67971/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance if the Revenue Commissioners have identified counterfeit goods, including counterfeit toys and electronic accessories, being imported through or from Northern Ireland and sold in retail premises alongside untaxed or non-compliant e-liquid products; and the enforcement action taken.",Finance,1227,1229
"295. Deputy Ken O'Flynn asked the Tánaiste and Minister for Finance the number, category and estimated value of counterfeit goods seized by the Revenue Commissioners through Customs in each of the years 2024 and 2025 and to date in 2026; and the number of such cases referred for prosecution. [67970/26]",Finance,and minister for finance the number category and estimated value of counterfeit goods seized by the revenue commissioners through customs in each of the years 2024 and 2025 and to date in 2026 and the number of such cases referred for prosecution 67970 26,2026-09-24,written,295,67970/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Tánaiste and Minister for Finance the number, category and estimated value of counterfeit goods seized by the Revenue Commissioners through Customs in each of the years 2024 and 2025 and to date in 2026; and the number of such cases referred for prosecution.",Finance,1231,1233
"296. Deputy Marie Sherlock asked the Tánaiste and Minister for Finance if counselling and psychotherapy treatments and services qualify for tax relief for health expenses, where the indvidual providing that service is qualified to provide the service; if CORU registration is considered for the purposes of being a 'registered practitioner'; and if not, if he will consider expanding tax relief for these services. [68027/26]",Finance,and minister for finance if counselling and psychotherapy treatments and services qualify for tax relief for health expenses where the indvidual providing that service is qualified to provide the service if coru registration is considered for the purposes of being a registered practitioner if he will consider expanding tax relief for these services 68027 26,2026-09-24,written,296,68027/26,Marie Sherlock,MARIE SHERLOCK,en,"To ask the Tánaiste and Minister for Finance if counselling and psychotherapy treatments and services qualify for tax relief for health expenses, where the indvidual providing that service is qualified to provide the service; if CORU registration is considered for the purposes of being a 'registered practitioner'; and if not, if he will consider expanding tax relief for these services.",Finance,1235,1237
297. Deputy Naoise Ó Muirí asked the Tánaiste and Minister for Finance if his Department have explored expanding the bike to work scheme to include third-level students. [67940/26],Finance,and minister for finance if his department have explored expanding the bike to work scheme to include third-level students 67940 26,2026-09-24,written,297,67940/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,To ask the Tánaiste and Minister for Finance if his Department have explored expanding the bike to work scheme to include third-level students.,Finance,1239,1241
"298. Deputy Paul Lawless asked the Tánaiste and Minister for Finance if he will advise whether a review of the help to buy scheme is currently planned; whether consideration is being given to revising the eligibility criteria, particularly the requirement that applicants obtain a mortgage at or above a specified percentage of the property's value; and whether consideration has been given to the difficulties this requirement creates for lower-income earners and self-build applicants who may qualify for smaller loans (details supplied). [67750/26]",Finance,and minister for finance if he will advise whether a review of the help to buy scheme is currently planned whether consideration is being given to revising the eligibility criteria particularly the requirement that applicants obtain a mortgage at or above a specified percentage of the property s value and whether consideration has been given to the difficulties this requirement creates for lower-income earners and self-build applicants who may qualify for smaller loans details supplied 67750 26,2026-09-24,written,298,67750/26,Paul Lawless,PAUL LAWLESS,en,"To ask the Tánaiste and Minister for Finance if he will advise whether a review of the help to buy scheme is currently planned; whether consideration is being given to revising the eligibility criteria, particularly the requirement that applicants obtain a mortgage at or above a specified percentage of the property's value; and whether consideration has been given to the difficulties this requirement creates for lower-income earners and self-build applicants who may qualify for smaller loans (details supplied).",Finance,1243,1245
"299. Deputy John Clendennen asked the Minister for Public Expenditure, Infrastructure, Public Service Reform and Digitalisation the number of visitors to an OPW Heritage site (details supplied) for each of the years 2021-2025 and to date in 2026, in tabular form. [67675/26]",Public Expenditure,the minister for public expenditure infrastructure public service reform and digitalisation the number of visitors to an opw heritage site details supplied for each of the years 2021-2025 and to date in 2026 in tabular form 67675 26,2026-09-24,written,299,67675/26,John Clendennen,JOHN CLENDENNEN,en,"To ask the Minister for Public Expenditure, Infrastructure, Public Service Reform and Digitalisation the number of visitors to an OPW Heritage site (details supplied) for each of the years 2021-2025 and to date in 2026, in tabular form.","Public Expenditure, Infrastructure, Public Service Reform and Digitalisation",1250,1252
"300. Deputy John Clendennen asked the Minister for Public Expenditure, Infrastructure, Public Service Reform and Digitalisation the number of visitors projected to visit an OPW Heritage site (details supplied) in the next calendar year, 2027. [67676/26]",Public Expenditure,the minister for public expenditure infrastructure public service reform and digitalisation the number of visitors projected to visit an opw heritage site details supplied in the next calendar year 2027 67676 26,2026-09-24,written,300,67676/26,John Clendennen,JOHN CLENDENNEN,en,"To ask the Minister for Public Expenditure, Infrastructure, Public Service Reform and Digitalisation the number of visitors projected to visit an OPW Heritage site (details supplied) in the next calendar year, 2027.","Public Expenditure, Infrastructure, Public Service Reform and Digitalisation",1254,1256
"301. Deputy John Clendennen asked the Minister for Public Expenditure, Infrastructure, Public Service Reform and Digitalisation whether consideration would be given to the closure of OPW Heritage site (details supplied). [67677/26]",Public Expenditure,the minister for public expenditure infrastructure public service reform and digitalisation whether consideration would be given to the closure of opw heritage site details supplied 67677 26,2026-09-24,written,301,67677/26,John Clendennen,JOHN CLENDENNEN,en,"To ask the Minister for Public Expenditure, Infrastructure, Public Service Reform and Digitalisation whether consideration would be given to the closure of OPW Heritage site (details supplied).","Public Expenditure, Infrastructure, Public Service Reform and Digitalisation",1258,1260
