question,department,question_clean,date,answer_type,question_number,refNo,deputy,deputy_source,language,raw_question,department_paper,source_question_paragraph,source_pq_paragraph
"218. Deputy Albert Dolan asked the Minister for Education and Youth whether consideration has been given to aligning the deadline for career break applications with the publication of policies relating to substitute teaching by teachers on career break, in order to provide greater certainty to teachers when making decisions affecting their employment and income. [66207/26]",Education,the minister for education and youth whether consideration has been given to aligning the deadline for career break applications with the publication of policies relating to substitute teaching by teachers on career break in order to provide greater certainty to teachers when making decisions affecting their employment and income 66207 26,2026-09-17,written,218,66207/26,Albert Dolan,ALBERT DOLAN,en,"To ask the Minister for Education and Youth whether consideration has been given to aligning the deadline for career break applications with the publication of policies relating to substitute teaching by teachers on career break, in order to provide greater certainty to teachers when making decisions affecting their employment and income.",Education and Youth,932,934
"219. Deputy Eoghan Kenny asked the Minister for Education and Youth if she is satisfied that the State Examinations Commission website is fit for purpose and provides students, parents and teachers with clear and easily searchable access to examination and assessment documentation; if she is aware of difficulties locating important materials relating to the new Leaving Certificate biology specification, including the biology in practice additional assessment component briefs in both Irish and English; if the SEC website is due to be redesigned or substantially upgraded; the funding allocated for such an upgrade; and if she will make a statement on the matter. [66292/26]",Education,the minister for education and youth if she is satisfied that the state examinations commission website is fit for purpose and provides students parents and teachers with clear and easily searchable access to examination and assessment documentation if she is aware of difficulties locating important materials relating to the new leaving certificate biology specification including the biology in practice additional assessment component briefs in both irish and english if the sec website is due to be redesigned or substantially upgraded the funding allocated for such an upgrade and 66292 26,2026-09-17,written,219,66292/26,Eoghan Kenny,EOGHAN KENNY,en,"To ask the Minister for Education and Youth if she is satisfied that the State Examinations Commission website is fit for purpose and provides students, parents and teachers with clear and easily searchable access to examination and assessment documentation; if she is aware of difficulties locating important materials relating to the new Leaving Certificate biology specification, including the biology in practice additional assessment component briefs in both Irish and English; if the SEC website is due to be redesigned or substantially upgraded; the funding allocated for such an upgrade; and if she will make a statement on the matter.",Education and Youth,936,938
"220. Deputy Daniel Ennis asked the Minister for Culture, Communications and Sport for a breakdown of the sports grants available from his Department for local sports clubs, from local authorities for local sports clubs; and from EU funding for local sports clubs, in tabular form. [65980/26]",Culture,the minister for culture communications and sport for a breakdown of the sports grants available from his department for local sports clubs from local authorities for local sports clubs and from eu funding for local sports clubs in tabular form 65980 26,2026-09-17,written,220,65980/26,Daniel Ennis,DANIEL ENNIS,en,"To ask the Minister for Culture, Communications and Sport for a breakdown of the sports grants available from his Department for local sports clubs, from local authorities for local sports clubs; and from EU funding for local sports clubs, in tabular form.","Culture, Communications and Sport",943,945
"221. Deputy Michael Healy-rae asked the Minister for Culture, Communications and Sport if an extension can be given to a Sports Capital Grant for a GAA club in Kerry (details supplied). [66007/26]",Culture,the minister for culture communications and sport if an extension can be given to a sports capital grant for a gaa club in kerry details supplied 66007 26,2026-09-17,written,221,66007/26,Michael Healy-rae,MICHAEL HEALY-RAE,en,"To ask the Minister for Culture, Communications and Sport if an extension can be given to a Sports Capital Grant for a GAA club in Kerry (details supplied).","Culture, Communications and Sport",947,949
"222. Deputy John Brady asked the Minister for Culture, Communications and Sport if his Department maintains a risk register; if so, if copies of the register since 2022 will be provided; and if he will make a statement on the matter. [66073/26]",Culture,the minister for culture communications and sport if his department maintains a risk register if so if copies of the register since 2022 will be provided and 66073 26,2026-09-17,written,222,66073/26,John Brady,JOHN BRADY,en,"To ask the Minister for Culture, Communications and Sport if his Department maintains a risk register; if so, if copies of the register since 2022 will be provided; and if he will make a statement on the matter.","Culture, Communications and Sport",951,953
"223. Deputy Cormac Devlin asked the Minister for Culture, Communications and Sport to provide an update on the ongoing case of pension increases for retired An Post employees. [66043/26]",Culture,the minister for culture communications and sport to provide an update on the ongoing case of pension increases for retired an post employees 66043 26,2026-09-17,written,223,66043/26,Cormac Devlin,CORMAC DEVLIN,en,"To ask the Minister for Culture, Communications and Sport to provide an update on the ongoing case of pension increases for retired An Post employees.","Culture, Communications and Sport",955,957
"224. Deputy Holly Cairns asked the Minister for Culture, Communications and Sport if his attention has been drawn to a school and sports club in West Cork (details supplied) who are unable to progress with their Community Sport Facilities Fund application due to the unwillingness of the dioceses to sign the necessary paperwork and the assistance that can be given the school and sports club in moving forward. [66108/26]",Culture,the minister for culture communications and sport if his attention has been drawn to a school and sports club in west cork details supplied who are unable to progress with their community sport facilities fund application due to the unwillingness of the dioceses to sign the necessary paperwork and the assistance that can be given the school and sports club in moving forward 66108 26,2026-09-17,written,224,66108/26,Holly Cairns,HOLLY CAIRNS,en,"To ask the Minister for Culture, Communications and Sport if his attention has been drawn to a school and sports club in West Cork (details supplied) who are unable to progress with their Community Sport Facilities Fund application due to the unwillingness of the dioceses to sign the necessary paperwork and the assistance that can be given the school and sports club in moving forward.","Culture, Communications and Sport",959,961
"225. Deputy Holly Cairns asked the Minister for Culture, Communications and Sport the action that has been undertaken to deal with the issue of diocesan trusts’ unwillingness to sign the necessary paperwork becoming a barrier to school-sports-club applications, as acknowledged in committee in 2023. [66107/26]",Culture,the minister for culture communications and sport the action that has been undertaken to deal with the issue of diocesan trusts unwillingness to sign the necessary paperwork becoming a barrier to school-sports-club applications as acknowledged in committee in 2023 66107 26,2026-09-17,written,225,66107/26,Holly Cairns,HOLLY CAIRNS,en,"To ask the Minister for Culture, Communications and Sport the action that has been undertaken to deal with the issue of diocesan trusts’ unwillingness to sign the necessary paperwork becoming a barrier to school-sports-club applications, as acknowledged in committee in 2023.","Culture, Communications and Sport",963,965
"226. Deputy Brendan Smith asked the Minister for Culture, Communications and Sport if he has had recent discussions with social media companies in relation to the need to implement measures to restrict access to social media platforms for children under 14 years-of-age taking into account the very unsuitable content on many platforms and the dissemination of misinformation and disinformation. [66270/26]",Culture,the minister for culture communications and sport if he has had recent discussions with social media companies the need to implement measures to restrict access to social media platforms for children under 14 years-of-age taking into account the very unsuitable content on many platforms and the dissemination of misinformation and disinformation 66270 26,2026-09-17,written,226,66270/26,Brendan Smith,BRENDAN SMITH,en,"To ask the Minister for Culture, Communications and Sport if he has had recent discussions with social media companies in relation to the need to implement measures to restrict access to social media platforms for children under 14 years-of-age taking into account the very unsuitable content on many platforms and the dissemination of misinformation and disinformation.","Culture, Communications and Sport",967,969
"227. Deputy Brendan Smith asked the Minister for Culture, Communications and Sport when details of the Community Sports Facility Fund will be announced; and if he will make a statement on the matter. [66266/26]",Culture,the minister for culture communications and sport when details of the community sports facility fund will be announced and 66266 26,2026-09-17,written,227,66266/26,Brendan Smith,BRENDAN SMITH,en,"To ask the Minister for Culture, Communications and Sport when details of the Community Sports Facility Fund will be announced; and if he will make a statement on the matter.","Culture, Communications and Sport",971,973
"228. Deputy Brendan Smith asked the Minister for Culture, Communications and Sport the outcome of his discussions with representatives of associations (details supplied) in relation to their integration plans; and if he will make a statement on the matter. [66262/26]",Culture,the minister for culture communications and sport the outcome of his discussions with representatives of associations details supplied their integration plans and 66262 26,2026-09-17,written,228,66262/26,Brendan Smith,BRENDAN SMITH,en,"To ask the Minister for Culture, Communications and Sport the outcome of his discussions with representatives of associations (details supplied) in relation to their integration plans; and if he will make a statement on the matter.","Culture, Communications and Sport",975,977
"229. Deputy Richard Boyd Barrett asked the Minister for Housing, Local Government and Heritage to review a situation regarding apartments (details supplied) that have been refused access to the Fire Defects Remediation Fund; and to make a statement on the matter. [65979/26]",Housing,the minister for housing local government and heritage to review a situation regarding apartments details supplied that have been refused access to the fire defects remediation fund and to make a statement on the matter 65979 26,2026-09-17,written,229,65979/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,"To ask the Minister for Housing, Local Government and Heritage to review a situation regarding apartments (details supplied) that have been refused access to the Fire Defects Remediation Fund; and to make a statement on the matter.","Housing, Local Government and Heritage",982,984
"230. Deputy Martin Kenny asked the Minister for Housing, Local Government and Heritage if carer's allowance and carer's benefit is disregarded from income assessed for local authority housing; and the income that the local authority have discretion in relation to disregard. [66005/26]",Housing,the minister for housing local government and heritage if carer s allowance and carer s benefit is disregarded from income assessed for local authority housing and the income that the local authority have discretion disregard 66005 26,2026-09-17,written,230,66005/26,Martin Kenny,MARTIN KENNY,en,"To ask the Minister for Housing, Local Government and Heritage if carer's allowance and carer's benefit is disregarded from income assessed for local authority housing; and the income that the local authority have discretion in relation to disregard.","Housing, Local Government and Heritage",986,988
"231. Deputy Louise O'Reilly asked the Minister for Housing, Local Government and Heritage when the review of the Defective Concrete Blocks Act 2022 will take place; if it will be published; if there is a timeline for publication; and if he will make a statement on the matter. [66096/26]",Housing,the minister for housing local government and heritage when the review of the defective concrete blocks act 2022 will take place if it will be published if there is a timeline for publication and 66096 26,2026-09-17,written,231,66096/26,Louise O'Reilly,LOUISE O'REILLY,en,"To ask the Minister for Housing, Local Government and Heritage when the review of the Defective Concrete Blocks Act 2022 will take place; if it will be published; if there is a timeline for publication; and if he will make a statement on the matter.","Housing, Local Government and Heritage",990,992
"232. Deputy John Brady asked the Minister for Housing, Local Government and Heritage if his Department maintains a risk register; if so, if copies of the register since 2022 will be provided; and if he will make a statement on the matter. [66072/26]",Housing,the minister for housing local government and heritage if his department maintains a risk register if so if copies of the register since 2022 will be provided and 66072 26,2026-09-17,written,232,66072/26,John Brady,JOHN BRADY,en,"To ask the Minister for Housing, Local Government and Heritage if his Department maintains a risk register; if so, if copies of the register since 2022 will be provided; and if he will make a statement on the matter.","Housing, Local Government and Heritage",994,996
"233. Deputy Joe Cooney asked the Minister for Housing, Local Government and Heritage the number of applications approved, in progress and refused under the Land Acquisition Fund; by local authority, by year to date, in tabular form. [66026/26]",Housing,the minister for housing local government and heritage the number of applications approved in progress and refused under the land acquisition fund by local authority by year to date in tabular form 66026 26,2026-09-17,written,233,66026/26,Joe Cooney,JOE COONEY,en,"To ask the Minister for Housing, Local Government and Heritage the number of applications approved, in progress and refused under the Land Acquisition Fund; by local authority, by year to date, in tabular form.","Housing, Local Government and Heritage",998,1000
"234. Deputy Joe Cooney asked the Minister for Housing, Local Government and Heritage whether a dwelling being disposed of by a lender, receiver, mortgagee-in-possession or pursuant to a court judgment, can be acquired under the Second-Hand Social Housing Acquisitions Programme for tenancy sustainment purposes or to prevent a tenant from homelessness. [66024/26]",Housing,the minister for housing local government and heritage whether a dwelling being disposed of by a lender receiver mortgagee-in-possession or pursuant to a court judgment can be acquired under the second-hand social housing acquisitions programme for tenancy sustainment purposes or to prevent a tenant from homelessness 66024 26,2026-09-17,written,234,66024/26,Joe Cooney,JOE COONEY,en,"To ask the Minister for Housing, Local Government and Heritage whether a dwelling being disposed of by a lender, receiver, mortgagee-in-possession or pursuant to a court judgment, can be acquired under the Second-Hand Social Housing Acquisitions Programme for tenancy sustainment purposes or to prevent a tenant from homelessness.","Housing, Local Government and Heritage",1002,1004
"235. Deputy Louise O'Reilly asked the Minister for Housing, Local Government and Heritage if he intends to progress section 47 of the Local Government (Mayor of Limerick) and Miscellaneous Provisions Act 2024; and if he will make a statement on the matter. [66102/26]",Housing,the minister for housing local government and heritage if he intends to progress section 47 of the local government mayor of limerick and miscellaneous provisions act 2024 and 66102 26,2026-09-17,written,235,66102/26,Louise O'Reilly,LOUISE O'REILLY,en,"To ask the Minister for Housing, Local Government and Heritage if he intends to progress section 47 of the Local Government (Mayor of Limerick) and Miscellaneous Provisions Act 2024; and if he will make a statement on the matter.","Housing, Local Government and Heritage",1006,1008
"236. Deputy Conor Sheehan asked the Minister for Housing, Local Government and Heritage to provide a breakdown, by local authority, of the total amount of Vacant Site Levy arrears currently outstanding from the operation of the Urban Regeneration and Housing Act 2015; the total amount actually collected since 2015; and the total amount written off. [66046/26]",Housing,the minister for housing local government and heritage to provide a breakdown by local authority of the total amount of vacant site levy arrears currently outstanding from the operation of the urban regeneration and housing act 2015 the total amount actually collected since 2015 and the total amount written off 66046 26,2026-09-17,written,236,66046/26,Conor Sheehan,CONOR SHEEHAN,en,"To ask the Minister for Housing, Local Government and Heritage to provide a breakdown, by local authority, of the total amount of Vacant Site Levy arrears currently outstanding from the operation of the Urban Regeneration and Housing Act 2015; the total amount actually collected since 2015; and the total amount written off.","Housing, Local Government and Heritage",1010,1012
"237. Deputy Cormac Devlin asked the Minister for Housing, Local Government and Heritage when the departmental review on income thresholds is due to be completed. [66056/26]",Housing,the minister for housing local government and heritage when the departmental review on income thresholds is due to be completed 66056 26,2026-09-17,written,237,66056/26,Cormac Devlin,CORMAC DEVLIN,en,"To ask the Minister for Housing, Local Government and Heritage when the departmental review on income thresholds is due to be completed.","Housing, Local Government and Heritage",1014,1016
"238. Deputy Conor Sheehan asked the Minister for Housing, Local Government and Heritage the number of appeals lodged with An Bord Pleanála regarding inclusion on local authority Vacant Site/Residential Zoned Land registers over the past 24 months; the average time taken to process these appeals; and the percentage of appeals that resulted in landowners being exempted. [66049/26]",Housing,the minister for housing local government and heritage the number of appeals lodged with an bord pleanála regarding inclusion on local authority vacant site residential zoned land registers over the past 24 months the average time taken to process these appeals and the percentage of appeals that resulted in landowners being exempted 66049 26,2026-09-17,written,238,66049/26,Conor Sheehan,CONOR SHEEHAN,en,"To ask the Minister for Housing, Local Government and Heritage the number of appeals lodged with An Bord Pleanála regarding inclusion on local authority Vacant Site/Residential Zoned Land registers over the past 24 months; the average time taken to process these appeals; and the percentage of appeals that resulted in landowners being exempted.","Housing, Local Government and Heritage",1018,1020
"239. Deputy Naoise Ó Muirí asked the Minister for Housing, Local Government and Heritage to confirm that a building which was not previously used as a dwelling is eligible for the Vacant Property Refurbishment Grant, provided it is intended for conversion to residential use; and if he will clarify that buildings such as studios or ancillary structures with historic planning references on the landholding meet the criteria once intended for refurbishment as a dwelling. [66168/26]",Housing,the minister for housing local government and heritage to confirm that a building which was not previously used as a dwelling is eligible for the vacant property refurbishment grant provided it is intended for conversion to residential use and if he will clarify that buildings such as studios or ancillary structures with historic planning references on the landholding meet the criteria once intended for refurbishment as a dwelling 66168 26,2026-09-17,written,239,66168/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,"To ask the Minister for Housing, Local Government and Heritage to confirm that a building which was not previously used as a dwelling is eligible for the Vacant Property Refurbishment Grant, provided it is intended for conversion to residential use; and if he will clarify that buildings such as studios or ancillary structures with historic planning references on the landholding meet the criteria once intended for refurbishment as a dwelling.","Housing, Local Government and Heritage",1022,1024
"240. Deputy Naoise Ó Muirí asked the Minister for Housing, Local Government and Heritage to clarify that an independent Local Property Tax (LPT) record is not required for a building applying under the Vacant Property Refurbishment Grant; and that ancillary buildings forming part of a landholding already subject to LPT meet the eligibility criteria. [66164/26]",Housing,the minister for housing local government and heritage to clarify that an independent local property tax lpt record is not required for a building applying under the vacant property refurbishment grant and that ancillary buildings forming part of a landholding already subject to lpt meet the eligibility criteria 66164 26,2026-09-17,written,240,66164/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,"To ask the Minister for Housing, Local Government and Heritage to clarify that an independent Local Property Tax (LPT) record is not required for a building applying under the Vacant Property Refurbishment Grant; and that ancillary buildings forming part of a landholding already subject to LPT meet the eligibility criteria.","Housing, Local Government and Heritage",1026,1028
"241. Deputy Naoise Ó Muirí asked the Minister for Housing, Local Government and Heritage to confirm that an independent eircode is not required for a building to qualify for the Vacant Property Refurbishment Grant, including in cases where the building forms part of a larger landholding. [66159/26]",Housing,the minister for housing local government and heritage to confirm that an independent eircode is not required for a building to qualify for the vacant property refurbishment grant including in cases where the building forms part of a larger landholding 66159 26,2026-09-17,written,241,66159/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,"To ask the Minister for Housing, Local Government and Heritage to confirm that an independent eircode is not required for a building to qualify for the Vacant Property Refurbishment Grant, including in cases where the building forms part of a larger landholding.","Housing, Local Government and Heritage",1030,1032
"242. Deputy Naoise Ó Muirí asked the Minister for Housing, Local Government and Heritage whether a building that does not have an independent land registry folio is eligible for the Vacant Property Refurbishment Grant; and if he will confirm that title deeds, including certified copies provided by a practising solicitor, are accepted as valid proof of ownership for the purposes of the scheme. [66157/26]",Housing,the minister for housing local government and heritage whether a building that does not have an independent land registry folio is eligible for the vacant property refurbishment grant and if he will confirm that title deeds including certified copies provided by a practising solicitor are accepted as valid proof of ownership for the purposes of the scheme 66157 26,2026-09-17,written,242,66157/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,"To ask the Minister for Housing, Local Government and Heritage whether a building that does not have an independent land registry folio is eligible for the Vacant Property Refurbishment Grant; and if he will confirm that title deeds, including certified copies provided by a practising solicitor, are accepted as valid proof of ownership for the purposes of the scheme.","Housing, Local Government and Heritage",1034,1036
"243. Deputy Naoise Ó Muirí asked the Minister for Housing, Local Government and Heritage whether a building that is the subject of a Vacant Property Refurbishment Grant application is required to be a standalone property with independent utility connections, specifically electricity and water; and if he will confirm that a standalone building without separate utility connections, or which is serviced from an existing dwelling on the landholding, meets the eligibility criteria for the grant. [66156/26]",Housing,the minister for housing local government and heritage whether a building that is the subject of a vacant property refurbishment grant application is required to be a standalone property with independent utility connections specifically electricity and water and if he will confirm that a standalone building without separate utility connections or which is serviced from an existing dwelling on the landholding meets the eligibility criteria for the grant 66156 26,2026-09-17,written,243,66156/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,"To ask the Minister for Housing, Local Government and Heritage whether a building that is the subject of a Vacant Property Refurbishment Grant application is required to be a standalone property with independent utility connections, specifically electricity and water; and if he will confirm that a standalone building without separate utility connections, or which is serviced from an existing dwelling on the landholding, meets the eligibility criteria for the grant.","Housing, Local Government and Heritage",1038,1040
"244. Deputy Cathal Crowe asked the Minister for Housing, Local Government and Heritage for an update on the third call under the Urban Regeneration and Development Fund announced on 28 May 2024; if the funding to all local authorities announced (details supplied) was drawn down; and the number of residential units that have been provided to date. [66275/26]",Housing,the minister for housing local government and heritage for an update on the third call under the urban regeneration and development fund announced on 28 may 2024 if the funding to all local authorities announced details supplied was drawn down and the number of residential units that have been provided to date 66275 26,2026-09-17,written,244,66275/26,Cathal Crowe,CATHAL CROWE,en,"To ask the Minister for Housing, Local Government and Heritage for an update on the third call under the Urban Regeneration and Development Fund announced on 28 May 2024; if the funding to all local authorities announced (details supplied) was drawn down; and the number of residential units that have been provided to date.","Housing, Local Government and Heritage",1042,1044
"245. Deputy Conor Sheehan asked the Minister for Housing, Local Government and Heritage if any private investment for the Water Supply Project Eastern and Midlands Region has been sought, negotiated, or secured from Chinese or other international private investors. [66281/26]",Housing,the minister for housing local government and heritage if any private investment for the water supply project eastern and midlands region has been sought negotiated or secured from chinese or other international private investors 66281 26,2026-09-17,written,245,66281/26,Conor Sheehan,CONOR SHEEHAN,en,"To ask the Minister for Housing, Local Government and Heritage if any private investment for the Water Supply Project Eastern and Midlands Region has been sought, negotiated, or secured from Chinese or other international private investors.","Housing, Local Government and Heritage",1046,1048
"246. Deputy Conor Sheehan asked the Minister for Housing, Local Government and Heritage if the Water Supply Project Eastern and Midlands Region (Shannon Pipeline Project) will be structured as a Public Private Partnership (PPP) or procured wholly by the State. [66261/26]",Housing,the minister for housing local government and heritage if the water supply project eastern and midlands region shannon pipeline project will be structured as a public private partnership ppp or procured wholly by the state 66261 26,2026-09-17,written,246,66261/26,Conor Sheehan,CONOR SHEEHAN,en,"To ask the Minister for Housing, Local Government and Heritage if the Water Supply Project Eastern and Midlands Region (Shannon Pipeline Project) will be structured as a Public Private Partnership (PPP) or procured wholly by the State.","Housing, Local Government and Heritage",1050,1052
247. Deputy Brian Stanley asked the Minister for Social Protection if he will give a commitment in the upcoming budget to eliminate and publish a definitive timeline to abolish the carer's allowance means test. [65993/26],Social,the minister for social protection if he will give a commitment in the upcoming budget to eliminate and publish a definitive timeline to abolish the carer s allowance means test 65993 26,2026-09-17,written,247,65993/26,Brian Stanley,BRIAN STANLEY,en,To ask the Minister for Social Protection if he will give a commitment in the upcoming budget to eliminate and publish a definitive timeline to abolish the carer's allowance means test.,Social Protection,1057,1059
248. Deputy Malcolm Byrne asked the Minister for Social Protection the number of employers that availed of the wage subsidy scheme for those with disabilities in 2025; the number of employees; and the total cost of the scheme in 2025. [65991/26],Social,the minister for social protection the number of employers that availed of the wage subsidy scheme for those with disabilities in 2025 the number of employees and the total cost of the scheme in 2025 65991 26,2026-09-17,written,248,65991/26,Malcolm Byrne,MALCOLM BYRNE,en,To ask the Minister for Social Protection the number of employers that availed of the wage subsidy scheme for those with disabilities in 2025; the number of employees; and the total cost of the scheme in 2025.,Social Protection,1061,1063
249. Deputy Brian Stanley asked the Minister for Social Protection his plans to increase the weekly rate of carer's allowance and carer's benefit to €325 to recognise the additional cost of providing fulltime care in a cost of living crisis. [65994/26],Social,the minister for social protection his plans to increase the weekly rate of carer s allowance and carer s benefit to 325 to recognise the additional cost of providing fulltime care in a cost of living crisis 65994 26,2026-09-17,written,249,65994/26,Brian Stanley,BRIAN STANLEY,en,To ask the Minister for Social Protection his plans to increase the weekly rate of carer's allowance and carer's benefit to €325 to recognise the additional cost of providing fulltime care in a cost of living crisis.,Social Protection,1065,1067
"250. Deputy Brian Stanley asked the Minister for Social Protection his plans to address the shortfall in respite services, and the promised statutory home support scheme; and if there will be investment to meet demand and milage reimbursement for all home care workers. [65998/26]",Social,the minister for social protection his plans to address the shortfall in respite services and the promised statutory home support scheme and if there will be investment to meet demand and milage reimbursement for all home care workers 65998 26,2026-09-17,written,250,65998/26,Brian Stanley,BRIAN STANLEY,en,"To ask the Minister for Social Protection his plans to address the shortfall in respite services, and the promised statutory home support scheme; and if there will be investment to meet demand and milage reimbursement for all home care workers.",Social Protection,1069,1071
251. Deputy Louise O'Reilly asked the Minister for Social Protection if he is aware of the hardship caused when carers reach pension age and are in receipt of carer’s allowance; if he understands the impact that transitioning to half carers has on families; if he plans to address this; and if he will make a statement on the matter. [66097/26],Social,the minister for social protection if he is aware of the hardship caused when carers reach pension age and are in receipt of carer s allowance if he understands the impact that transitioning to half carers has on families if he plans to address this and 66097 26,2026-09-17,written,251,66097/26,Louise O'Reilly,LOUISE O'REILLY,en,To ask the Minister for Social Protection if he is aware of the hardship caused when carers reach pension age and are in receipt of carer’s allowance; if he understands the impact that transitioning to half carers has on families; if he plans to address this; and if he will make a statement on the matter.,Social Protection,1073,1075
"252. Deputy John Brady asked the Minister for Social Protection if his Department maintains a risk register; if so, if copies of the register since 2022 will be provided; and if he will make a statement on the matter. [66071/26]",Social,the minister for social protection if his department maintains a risk register if so if copies of the register since 2022 will be provided and 66071 26,2026-09-17,written,252,66071/26,John Brady,JOHN BRADY,en,"To ask the Minister for Social Protection if his Department maintains a risk register; if so, if copies of the register since 2022 will be provided; and if he will make a statement on the matter.",Social Protection,1077,1079
"253. Deputy Cormac Devlin asked the Minister for Social Protection the number of applications received by the Community Welfare Service for basic supplementary welfare allowance, for additional needs payments and for exceptional needs payments, at each office at which Community Welfare Services are provided, in each of the years 2024, 2025 and in the period 1 January 2026 to 1 July 2026; and the number of such applications awarded in each case, in tabular form. [66047/26]",Social,the minister for social protection the number of applications received by the community welfare service for basic supplementary welfare allowance for additional needs payments and for exceptional needs payments at each office at which community welfare services are provided in each of the years 2024 2025 and in the period 1 january 2026 to 1 july 2026 and the number of such applications awarded in each case in tabular form 66047 26,2026-09-17,written,253,66047/26,Cormac Devlin,CORMAC DEVLIN,en,"To ask the Minister for Social Protection the number of applications received by the Community Welfare Service for basic supplementary welfare allowance, for additional needs payments and for exceptional needs payments, at each office at which Community Welfare Services are provided, in each of the years 2024, 2025 and in the period 1 January 2026 to 1 July 2026; and the number of such applications awarded in each case, in tabular form.",Social Protection,1081,1083
"254. Deputy Cormac Devlin asked the Minister for Social Protection the number of jobseeker signing and certification appointments conducted in person at each Intreo centre and branch office in each of the years 2024, 2025 and in the period 1 January 2026 to 1 July 2026, in tabular form. [66045/26]",Social,the minister for social protection the number of jobseeker signing and certification appointments conducted in person at each intreo centre and branch office in each of the years 2024 2025 and in the period 1 january 2026 to 1 july 2026 in tabular form 66045 26,2026-09-17,written,254,66045/26,Cormac Devlin,CORMAC DEVLIN,en,"To ask the Minister for Social Protection the number of jobseeker signing and certification appointments conducted in person at each Intreo centre and branch office in each of the years 2024, 2025 and in the period 1 January 2026 to 1 July 2026, in tabular form.",Social Protection,1085,1087
"255. Deputy Cormac Devlin asked the Minister for Social Protection the number of new claims for social welfare payments registered at each Intreo centre and branch office in each of the years 2024, 2025 and in the period 1 January 2026 to 1 July 2026, in tabular form. [66044/26]",Social,the minister for social protection the number of new claims for social welfare payments registered at each intreo centre and branch office in each of the years 2024 2025 and in the period 1 january 2026 to 1 july 2026 in tabular form 66044 26,2026-09-17,written,255,66044/26,Cormac Devlin,CORMAC DEVLIN,en,"To ask the Minister for Social Protection the number of new claims for social welfare payments registered at each Intreo centre and branch office in each of the years 2024, 2025 and in the period 1 January 2026 to 1 July 2026, in tabular form.",Social Protection,1089,1091
256. Deputy Cormac Devlin asked the Minister for Social Protection the timetable for the extension of online appointment booking for Public Services Card registration to all offices at which that service is provided; and the criteria applied in determining the order in which offices are brought onto that facility. [66054/26],Social,the minister for social protection the timetable for the extension of online appointment booking for public services card registration to all offices at which that service is provided and the criteria applied in determining the order in which offices are brought onto that facility 66054 26,2026-09-17,written,256,66054/26,Cormac Devlin,CORMAC DEVLIN,en,To ask the Minister for Social Protection the timetable for the extension of online appointment booking for Public Services Card registration to all offices at which that service is provided; and the criteria applied in determining the order in which offices are brought onto that facility.,Social Protection,1093,1095
"257. Deputy Cormac Devlin asked the Minister for Social Protection the number of staff assigned to each Intreo Centre and Branch Office, expressed in whole-time equivalents and broken down by grade, at 31 December 2024, at 31 December 2025 and at 1 July 2026; and the number of vacant posts at each such office at 1 July 2026, in tabular form. [66053/26]",Social,the minister for social protection the number of staff assigned to each intreo centre and branch office expressed in whole-time equivalents and broken down by grade at 31 december 2024 at 31 december 2025 and at 1 july 2026 and the number of vacant posts at each such office at 1 july 2026 in tabular form 66053 26,2026-09-17,written,257,66053/26,Cormac Devlin,CORMAC DEVLIN,en,"To ask the Minister for Social Protection the number of staff assigned to each Intreo Centre and Branch Office, expressed in whole-time equivalents and broken down by grade, at 31 December 2024, at 31 December 2025 and at 1 July 2026; and the number of vacant posts at each such office at 1 July 2026, in tabular form.",Social Protection,1097,1099
"258. Deputy Cormac Devlin asked the Minister for Social Protection the offices at which an appointment for Public Services Card registration may be booked online through MyWelfare.ie; the offices at which registration is available on a walk-in basis only; and the number of such appointments booked online in each of the years 2024 and 2025 and in the period 1 January 2026 to 1 July 2026, in tabular form. [66052/26]",Social,the minister for social protection the offices at which an appointment for public services card registration may be booked online through mywelfare ie the offices at which registration is available on a walk-in basis only and the number of such appointments booked online in each of the years 2024 and 2025 and in the period 1 january 2026 to 1 july 2026 in tabular form 66052 26,2026-09-17,written,258,66052/26,Cormac Devlin,CORMAC DEVLIN,en,"To ask the Minister for Social Protection the offices at which an appointment for Public Services Card registration may be booked online through MyWelfare.ie; the offices at which registration is available on a walk-in basis only; and the number of such appointments booked online in each of the years 2024 and 2025 and in the period 1 January 2026 to 1 July 2026, in tabular form.",Social Protection,1101,1103
259. Deputy Louise O'Reilly asked the Minister for Social Protection if a person is eligible for the widow's pension when there is a safety order in place at the time of the death of their spouse; and if he will make a statement on the matter. [66110/26],Social,the minister for social protection if a person is eligible for the widow s pension when there is a safety order in place at the time of the death of their spouse and 66110 26,2026-09-17,written,259,66110/26,Louise O'Reilly,LOUISE O'REILLY,en,To ask the Minister for Social Protection if a person is eligible for the widow's pension when there is a safety order in place at the time of the death of their spouse; and if he will make a statement on the matter.,Social Protection,1105,1107
